 "'AS-IS'" 1 
 "A--a" 1 (L 895, off 1) 
 "down--hello" 1 (L 4322, off 35) 
 "downloading" 1 (L 4683, off 7) 
 "downtown" 1 (L 3679, off 39) 
 "dozing" 1 (L 4240, off 14) 
 "drank" 1 (L 1882, off 48) 
 "drawing" 1 (L 3301, off 51) 
 "dreadful" 1 (L 823, off 0) 
 "driven" 1 (L 1750, off 31) 
 "dropped" 1 (L 2905, off 38) 
 "drove" 1 (L 4070, off 48) 
 "dull" 1 (L 3018, off 26) 
 "duty" 1 (L 2956, off 53) 
 "e-mail" 1 (L 4765, off 27) 
 "east" 1 (L 164, off 30) 
 "eaten" 1 (L 2295, off 0) 
 "ebook" 1 (L 4566, off 52) 
 "edition" 1 (L 4944, off 52) 
 "educational" 1 (L 4875, off 10) 
 "eggs" 1 (L 4203, off 17) 
 "elect" 1 (L 4820, off 23) 
 "em--this" 1 (L 4322, off 1) 
 "emerged" 1 (L 3718, off 0) 
 "employee" 1 (L 4841, off 30) 
 "encoding" 1 (L 18, off 14) 
 "ended" 1 (L 1922, off 12) 
 "enemy" 1 (L 4299, off 16) 
 "engine" 1 (L 184, off 42) 
 "enjoy" 1 (L 2634, off 38) 
 "enjoying" 1 (L 1487, off 27) 
 "ensuring" 1 (L 4862, off 10) 
 "entrance" 1 (L 2634, off 48) 
 "envious" 1 (L 853, off 39) 
 "episode" 1 (L 2502, off 26) 
 "equally" 1 (L 2569, off 10) 
 "errors" 1 (L 4795, off 28) 
 "escaping" 1 (L 3238, off 7) 
 "etc" 1 (L 54, off 39) 
 "evergreen" 1 (L 475, off 31) 
 "everything" 1 (L 2457, off 50) 
 "evident" 1 (L 3801, off 15) 
 "evidently" 1 (L 3918, off 0) 
 "examine" 1 (L 1060, off 8) 
 "examined" 1 (L 691, off 4) 
 "excite" 1 (L 3368, off 0) 
 "exclusion" 1 (L 4833, off 18) 
 "excuse" 1 (L 4005, off 27) 
 "existence" 1 (L 3665, off 0) 
 "exists" 1 (L 4856, off 60) 
 "expedition" 1 (L 3908, off 8) 
 "expend" 1 (L 4789, off 51) 
 "expense" 1 (L 4737, off 40) 
 "expensive" 1 (L 797, off 21) 
 "experienced" 1 (L 2087, off 16) 
 "experiences" 1 (L 435, off 0) 
 "explain" 1 (L 1521, off 21) 
 "exporting" 1 (L 4738, off 17) 
 "extent" 1 (L 4880, off 59) 
 "eyebrows" 1 (L 2456, off 6) 
 "faces" 1 (L 3504, off 32) 
 "facility" 1 (L 4947, off 63) 
 "fair" 1 (L 2539, off 54) 
 "fairly" 1 (L 466, off 40) 
 "false" 1 (L 1004, off 52) 
 "falter" 1 (L 363, off 22) 
 "familiar" 1 (L 4422, off 57) 
 "fancied" 1 (L 2364, off 32) 
 "fancy" 1 (L 4197, off 23) 
 "farmhouse" 1 (L 3956, off 29) 
 "fashioned" 1 (L 1510, off 28) 
 "fast--like" 1 (L 571, off 0) 
 "fasten" 1 (L 3176, off 60) 
 "fastened" 1 (L 3671, off 63) 
 "favor" 1 (L 3610, off 8) 
 "favorite" 1 (L 2114, off 48) 
 "feared" 1 (L 2473, off 13) 
 "feast" 1 (L 1712, off 16) 
 "feelings" 1 (L 424, off 45) 
 "fifty" 1 (L 3756, off 6) 
 "fight" 1 (L 4441, off 52) 
 "figuring" 1 (L 3473, off 19) 
 "financial" 1 (L 4860, off 15) 
 "finda" 1 (L 3366, off 62) 
 "finds" 1 (L 2678, off 12) 
 "fine--now" 1 (L 4322, off 13) 
 "fists" 1 (L 492, off 27) 
 "fit" 1 (L 3314, off 55) 
 "fits" 1 (L 1376, off 15) 
 "five-cent" 1 (L 838, off 54) 
 "fixing" 1 (L 3301, off 9) 
 "flash" 1 (L 3218, off 12) 
 "flat" 1 (L 3431, off 31) 
 "fled" 1 (L 3881, off 28) 
 "flies" 1 (L 822, off 26) 
 "flowed" 1 (L 2133, off 34) 
 "flower" 1 (L 4038, off 49) 
 "flowers" 1 (L 4045, off 47) 
 "flown" 1 (L 161, off 31) 
 "flushed" 1 (L 308, off 55) 
 "fly--and" 1 (L 756, off 0) 
 "flying" 1 (L 260, off 20) 
 "folded" 1 (L 4187, off 21) 
 "folk" 1 (L 2395, off 38) 
 "fooling" 1 (L 2871, off 8) 
 "for--you" 1 (L 4321, off 56) 
 "forehead" 1 (L 1875, off 51) 
 "forgotten" 1 (L 2918, off 46) 
 "formed" 1 (L 1126, off 0) 
 "forming" 1 (L 1120, off 36) 
 "fox" 1 (L 2287, off 28) 
 "foxes" 1 (L 2559, off 46) 
 "fragrant" 1 (L 962, off 0) 
 "frayed" 1 (L 223, off 47) 
 "freight" 1 (L 1280, off 50) 
 "friend" 1 (L 4299, off 6) 
 "fright" 1 (L 3755, off 36) 
 "fumbled" 1 (L 2417, off 13) 
 "fumbling" 1 (L 1892, off 8) 
 "fundraising" 1 (L 4879, off 17) 
 "fur" 1 (L 3089, off 46) 
 "fusilage" 1 (L 518, off 0) 
 "galloped" 1 (L 3219, off 40) 
 "games" 1 (L 2121, off 8) 
 "garden--maybe" 1 (L 3163, off 15) 
 "garments" 1 (L 2321, off 0) 
 "gas--not" 1 (L 3804, off 32) 
 "gasoline" 1 (L 266, off 58) 
 "gate" 1 (L 4492, off 51) 
 "gathering" 1 (L 2123, off 34) 
 "gbnewby" 1 (L 4894, off 5) 
 "gear" 1 (L 1210, off 48) 
 "generous" 1 (L 849, off 46) 
 "gently" 1 (L 4448, off 0) 
 "given" 1 (L 4619, off 48) 
 "glance" 1 (L 174, off 11) 
 "glasses" 1 (L 3614, off 57) 
 "glimpses" 1 (L 3117, off 4) 
 "gloom" 1 (L 483, off 58) 
 "gloomily" 1 (L 447, off 20) 
 "glow" 1 (L 4282, off 59) 
 "glowed" 1 (L 4285, off 13) 
 "glowing" 1 (L 4201, off 48) 
 "goals" 1 (L 4862, off 0) 
 "golly" 1 (L 538, off 4) 
 "good-natured" 1 (L 1753, off 26) 
 "good-naturedly" 1 (L 4364, off 35) 
 "goodie" 1 (L 943, off 21) 
 "govern" 1 (L 4679, off 65) 
 "gracious" 1 (L 1496, off 22) 
 "grandfather" 1 (L 1728, off 54) 
 "granted" 1 (L 4876, off 25) 
 "gratefully" 1 (L 4922, off 28) 
 "grazing" 1 (L 4386, off 64) 
 "green" 1 (L 950, off 23) 
 "grime" 1 (L 3613, off 21) 
 "grin" 1 (L 1753, off 39) 
 "grocer" 1 (L 1706, off 0) 
 "gross" 1 (L 4751, off 38) 
 "growing" 1 (L 2850, off 13) 
 "grudgingly" 1 (L 311, off 38) 
 "grumbled" 1 (L 3005, off 49) 
 "grunts" 1 (L 3041, off 10) 
 "guard" 1 (L 3471, off 0) 
 "guessed" 1 (L 2698, off 16) 
 "guide" 1 (L 1928, off 46) 
 "ham" 1 (L 2223, off 13) 
 "hammer" 1 (L 2450, off 48) 
 "hand-over-hand" 1 (L 3673, off 37) 
 "handed" 1 (L 805, off 5) 
 "handkerchief" 1 (L 1876, off 0) 
 "happening" 1 (L 565, off 32) 
 "happens" 1 (L 2951, off 11) 
 "harder" 1 (L 4348, off 35) 
 "harmed" 1 (L 2152, off 20) 
 "harming" 1 (L 2540, off 57) 
 "haste" 1 (L 749, off 60) 
 "hastened" 1 (L 972, off 6) 
 "hastily" 1 (L 1661, off 10) 
 "hay" 1 (L 962, off 53) 
 "heads" 1 (L 952, off 38) 
 "help--not" 1 (L 1108, off 19) 
 "helplessly" 1 (L 836, off 35) 
 "hemmed" 1 (L 527, off 0) 
 "hempen" 1 (L 2013, off 7) 
 "here--only" 1 (L 931, off 56) 
 "hereby" 1 (L 1125, off 59) 
 "hero" 1 (L 434, off 10) 
 "herself" 1 (L 726, off 50) 
 "hidden" 1 (L 3671, off 55) 
 "hikes" 1 (L 4088, off 40) 
 "hillocks" 1 (L 4319, off 0) 
 "hills" 1 (L 3604, off 0) 
 "him--whose" 1 (L 1756, off 12) 
 "hitch-hiking" 1 (L 1103, off 14) 
 "hoed" 1 (L 3603, off 51) 
 "holds" 1 (L 504, off 47) 
 "hollow" 1 (L 1172, off 26) 
 "hollows" 1 (L 1821, off 12) 
 "homeward" 1 (L 2111, off 11) 
 "hoof-marks" 1 (L 1938, off 49) 
 "hooked" 1 (L 3481, off 53) 
 "hopes" 1 (L 3358, off 20) 
 "hoping" 1 (L 3942, off 31) 
 "hound--Clodhopper" 1 (L 4337, off 0) 
 "hours" 1 (L 4361, off 4) 
 "huge" 1 (L 4284, off 59) 
 "humor" 1 (L 2785, off 12) 
 "hundreds" 1 (L 4857, off 26) 
 "hunters" 1 (L 2416, off 34) 
 "hunts" 1 (L 3390, off 18) 
 "hydroplane" 1 (L 198, off 39) 
 "hypertext" 1 (L 4733, off 19) 
 "hyphenation" 1 (L 4568, off 13) 
 "identification" 1 (L 4877, off 54) 
 "identify" 1 (L 4790, off 10) 
 "imbedded" 1 (L 2039, off 4) 
 "implied" 1 (L 4832, off 56) 
 "imposed" 1 (L 4717, off 6) 
 "impossible" 1 (L 1734, off 4) 
 "inaccurate" 1 (L 4794, off 52) 
 "incline" 1 (L 709, off 30) 
 "include" 1 (L 4740, off 33) 
 "includes" 1 (L 4951, off 14) 
 "incomplete" 1 (L 4794, off 40) 
 "increasing" 1 (L 4902, off 0) 
 "indeed" 1 (L 816, off 0) 
 "indemnify" 1 (L 4840, off 33) 
 "indicate" 1 (L 4643, off 21) 
 "indicated" 1 (L 2825, off 9) 
 "indicating" 1 (L 4704, off 50) 
 "indirectly" 1 (L 4846, off 23) 
 "infringement" 1 (L 4796, off 9) 
 "innocence" 1 (L 2922, off 0) 
 "inquire" 1 (L 3363, off 53) 
 "insert" 1 (L 237, off 53) 
 "instant" 1 (L 4428, off 23) 
 "intent" 1 (L 3470, off 22) 
 "intently" 1 (L 4287, off 24) 
 "interest" 1 (L 3420, off 7) 
 "interpreted" 1 (L 4836, off 0) 
 "introduces" 1 (L 433, off 59) 
 "invalidity" 1 (L 4837, off 31) 
 "invitation" 1 (L 1464, off 37) 
 "involved" 1 (L 435, off 48) 
 "iron" 1 (L 4200, off 41) 
 "issued" 1 (L 3903, off 6) 
 "it--come" 1 (L 1756, off 32) 
 "items" 1 (L 4071, off 44) 
 "itself" 1 (L 3859, off 5) 
 "jerk" 1 (L 4429, off 40) 
 "jingled" 1 (L 2846, off 36) 
 "jolted" 1 (L 1963, off 62) 
 "joyous" 1 (L 2608, off 20) 
 "jumbled" 1 (L 1733, off 56) 
 "jump" 1 (L 4420, off 46) 
 "kennel" 1 (L 2751, off 18) 
 "kind--dat" 1 (L 3379, off 21) 
 "knee" 1 (L 1051, off 65) 
 "knees" 1 (L 952, off 0) 
 "knelt" 1 (L 2032, off 6) 
 "knew--and" 1 (L 1644, off 61) 
 "knock" 1 (L 1552, off 10) 
 "knowing" 1 (L 2164, off 5) 
 "knowledge" 1 (L 2032, off 56) 
 "knows" 1 (L 3913, off 43) 
 "ladies" 1 (L 2151, off 7) 
 "lads" 1 (L 2456, off 38) 
 "lagging" 1 (L 356, off 59) 
 "laid" 1 (L 2139, off 50) 
 "laik" 1 (L 3386, off 41) 
 "landing" 1 (L 510, off 14) 
 "lasted" 1 (L 4545, off 38) 
 "leader" 1 (L 249, off 54) 
 "leading" 1 (L 447, off 37) 
 "leaned" 1 (L 1581, off 31) 
 "leaning" 1 (L 2149, off 27) 
 "learn" 1 (L 4866, off 3) 
 "legally" 1 (L 4758, off 21) 
 "legs" 1 (L 2548, off 44) 
 "lemon" 1 (L 1482, off 46) 
 "lemonade" 1 (L 2140, off 50) 
 "less" 1 (L 4253, off 52) 
 "letter" 1 (L 4878, off 37) 
 "letters" 1 (L 131, off 16) 
 "letting" 1 (L 1972, off 48) 
 "lettuce" 1 (L 2899, off 56) 
 "library" 1 (L 4936, off 13) 
 "licensed" 1 (L 4902, off 43) 
 "licking" 1 (L 4303, off 20) 
 "lie" 1 (L 4322, off 31) 
 "lift" 1 (L 3778, off 58) 
 "lifting" 1 (L 4104, off 9) 
 "lightning-struck" 1 (L 498, off 38) 
 "lights" 1 (L 4283, off 13) 
 "like--you" 1 (L 3367, off 55) 
 "likes" 1 (L 3310, off 19) 
 "limit" 1 (L 372, off 64) 
 "linked" 1 (L 4717, off 65) 
 "lips" 1 (L 1945, off 59) 
 "live" 1 (L 1448, off 43) 
 "living" 1 (L 826, off 37) 
 "loads" 1 (L 3175, off 31) 
 "loaf" 1 (L 4160, off 6) 
 "lollypops" 1 (L 805, off 12) 
 "lookout" 1 (L 2107, off 62) 
 "looped" 1 (L 4379, off 60) 
 "loosened" 1 (L 1971, off 59) 
 "loser" 1 (L 338, off 5) 
 "loss" 1 (L 1598, off 42) 
 "loudly" 1 (L 2793, off 32) 
 "low" 1 (L 1464, off 66) 
 "lynx" 1 (L 615, off 14) 
 "machine" 1 (L 4903, off 22) 
 "maintained" 1 (L 2125, off 40) 
 "maintaining" 1 (L 4905, off 45) 
 "make-believe" 1 (L 2572, off 2) 
 "man--he" 1 (L 1837, off 61) 
 "man--the" 1 (L 1338, off 5) 
 "mark" 1 (L 4174, off 43) 
 "maximum" 1 (L 4836, off 24) 
 "me--and" 1 (L 3463, off 26) 
 "mean--talking" 1 (L 1162, off 11) 
 "measure" 1 (L 1920, off 40) 
 "meetings" 1 (L 3662, off 27) 
 "member" 1 (L 2400, off 0) 
 "messing" 1 (L 1459, off 64) 
 "method" 1 (L 4752, off 64) 
 "methods" 1 (L 4927, off 0) 
 "middle-aged" 1 (L 4856, off 25) 
 "midst" 1 (L 4408, off 60) 
 "mighty" 1 (L 3551, off 49) 
 "milked" 1 (L 1751, off 9) 
 "miniature" 1 (L 266, off 48) 
 "mirror" 1 (L 1478, off 34) 
 "mistaken" 1 (L 1014, off 55) 
 "mite" 1 (L 833, off 16) 
 "modestly" 1 (L 283, off 39) 
 "modification" 1 (L 4848, off 22) 
 "modified" 1 (L 4619, off 23) 
 "molasses" 1 (L 4065, off 53) 
 "moments" 1 (L 726, off 4) 
 "moonlight" 1 (L 4307, off 46) 
 "more--but" 1 (L 4358, off 28) 
 "morn" 1 (L 3367, off 25) 
 "mouse" 1 (L 2795, off 3) 
 "moved" 1 (L 1446, off 64) 
 "moving" 1 (L 2820, off 0) 
 "muddy" 1 (L 1938, off 16) 
 "muffled" 1 (L 2903, off 36) 
 "mumbled" 1 (L 4249, off 16) 
 "murmuring" 1 (L 528, off 40) 
 "mused" 1 (L 3011, off 37) 
 "muskrats" 1 (L 2560, off 0) 
 "musta" 1 (L 3368, off 17) 
 "mustn" 1 (L 2547, off 4) 
 "mysdery" 1 (L 3379, off 31) 
 "myself--in" 1 (L 315, off 3) 
 "mysteries--this" 1 (L 3351, off 53) 
 "nail" 1 (L 2531, off 34) 
 "name--Rex" 1 (L 4338, off 29) 
 "names" 1 (L 1300, off 17) 
 "natural" 1 (L 1940, off 43) 
 "naturally" 1 (L 1383, off 61) 
 "nearby" 1 (L 439, off 30) 
 "neared" 1 (L 1931, off 13) 
 "nearer" 1 (L 3052, off 0) 
 "necessarily" 1 (L 4943, off 56) 
 "needed" 1 (L 4071, off 50) 
 "needn" 1 (L 1228, off 52) 
 "needs" 1 (L 2345, off 21) 
 "neighborhood" 1 (L 3801, off 40) 
 "neighbors" 1 (L 1475, off 28) 
 "network" 1 (L 4938, off 38) 
 "neutral" 1 (L 1324, off 22) 
 "never--" 1 
 "news" 1 (L 3354, off 60) 
 "newsletter" 1 (L 4954, off 23) 
 "nibbled" 1 (L 3079, off 57) 
 "nibbling" 1 (L 2777, off 59) 
 "nicely" 1 (L 2552, off 13) 
 "nicest" 1 (L 2139, off 10) 
 "nickel" 1 (L 796, off 49) 
 "nighta" 1 (L 3366, off 5) 
 "nights" 1 (L 4012, off 0) 
 "non" 1 (L 4874, off 55) 
 "nonproprietary" 1 (L 4732, off 23) 
 "nosing" 1 (L 4227, off 24) 
 "note" 1 (L 996, off 52) 
 "notifies" 1 (L 4764, off 60) 
 "now--" 1 
 "now--a" 1 (L 2091, off 16) 
 "nudge" 1 (L 4247, off 21) 
 "numerous" 1 (L 4885, off 11) 
 "oak" 1 (L 498, off 55) 
 "object" 1 (L 1173, off 39) 
 "objections" 1 (L 3664, off 42) 
 "obliged" 1 (L 1416, off 14) 
 "observed" 1 (L 2819, off 15) 
 "obsolete" 1 (L 4856, off 10) 
 "occasionally" 1 (L 3855, off 44) 
 "occupying" 1 (L 1447, off 56) 
 "occur" 1 (L 4847, off 12) 
 "offensive" 1 (L 3804, off 61) 
 "officer" 1 (L 2939, off 37) 
 "on--let" 1 (L 1838, off 48) 
 "on--this" 1 (L 1775, off 19) 
 "oncoming" 1 (L 4413, off 14) 
 "one--even" 1 (L 3812, off 33) 
 "one--the" 1 (L 4604, off 43) 
 "opening" 1 (L 2782, off 33) 
 "opportunities" 1 (L 4825, off 0) 
 "opportunity" 1 (L 4822, off 52) 
 "oppressive" 1 (L 3795, off 24) 
 "organized" 1 (L 4875, off 34) 
 "originator" 1 (L 4935, off 33) 
 "oughtn" 1 (L 1908, off 40) 
 "out--" 1 
 "outdated" 1 (L 4904, off 29) 
 "outer" 1 (L 2320, off 66) 
 "outward" 1 (L 3209, off 33) 
 "owed" 1 (L 4754, off 5) 
 "pack" 1 (L 4104, off 21) 
 "packed" 1 (L 4372, off 64) 
 "packs" 1 (L 4108, off 43) 
 "pail" 1 (L 4196, off 19) 
 "pains" 1 (L 1665, off 49) 
 "pan" 1 (L 4201, off 15) 
 "panes" 1 (L 3634, off 18) 
 "pantry" 1 (L 3611, off 0) 
 "paperwork" 1 (L 4911, off 26) 
 "parties" 1 (L 2127, off 7) 
 "pasture" 1 (L 1750, off 50) 
 "patches" 1 (L 2119, off 22) 
 "path" 1 (L 2745, off 59) 
 "pattern" 1 (L 2361, off 42) 
 "paw" 1 (L 1729, off 59) 
 "peacefully" 1 (L 3364, off 49) 
 "peeked" 1 (L 3084, off 36) 
 "peel" 1 (L 2530, off 52) 
 "peered" 1 (L 3113, off 43) 
 "peevishly" 1 (L 842, off 9) 
 "pegged" 1 (L 1209, off 20) 
 "penetrate" 1 (L 483, off 36) 
 "penned" 1 (L 3361, off 53) 
 "penny" 1 (L 2688, off 11) 
 "perform" 1 (L 4725, off 30) 
 "performances" 1 (L 4618, off 47) 
 "performed" 1 (L 4695, off 50) 
 "periodic" 1 (L 4758, off 55) 
 "permanent" 1 (L 4865, off 4) 
 "perspiring" 1 (L 1847, off 0) 
 "petting" 1 (L 4492, off 18) 
 "pieces" 1 (L 1090, off 17) 
 "pine-needles" 1 (L 595, off 46) 
 "pines" 1 (L 475, off 15) 
 "plainly" 1 (L 4307, off 27) 
 "plant" 1 (L 3604, off 31) 
 "plate" 1 (L 2383, off 38) 
 "played" 1 (L 2473, off 40) 
 "playful" 1 (L 3566, off 30) 
 "pleasure" 1 (L 1546, off 46) 
 "plight" 1 (L 2293, off 9) 
 "plunged" 1 (L 3106, off 58) 
 "pointing" 1 (L 805, off 52) 
 "poised" 1 (L 343, off 60) 
 "poison" 1 (L 3804, off 25) 
 "policeman" 1 (L 2945, off 15) 
 "poor" 1 (L 1675, off 48) 
 "popcorn" 1 (L 2784, off 31) 
 "position" 1 (L 3873, off 0) 
 "possessed" 1 (L 4768, off 37) 
 "possession" 1 (L 4647, off 60) 
 "postal" 1 (L 2370, off 43) 
 "pot" 1 (L 4201, off 0) 
 "potatoes" 1 (L 2127, off 62) 
 "pounding" 1 (L 2451, off 0) 
 "powerful" 1 (L 263, off 11) 
 "practice" 1 (L 3929, off 29) 
 "predicted" 1 (L 2011, off 17) 
 "prepared" 1 (L 3349, off 61) 
 "preserve" 1 (L 4660, off 9) 
 "preserved" 1 (L 4568, off 35) 
 "pretend" 1 (L 2886, off 29) 
 "pretended" 1 (L 2921, off 61) 
 "pretending" 1 (L 2918, off 27) 
 "prevent" 1 (L 4668, off 57) 
 "previous" 1 (L 4604, off 34) 
 "principal" 1 (L 4883, off 17) 
 "print" 1 (L 4607, off 38) 
 "prints" 1 (L 2030, off 10) 
 "private" 1 (L 133, off 38) 
 "prize" 1 (L 336, off 16) 
 "prizes" 1 (L 277, off 25) 
 "problem" 1 (L 4825, off 25) 
 "processing" 1 (L 4733, off 5) 
 "procession" 1 (L 2819, off 0) 
 "produce" 1 (L 4953, off 32) 
 "produced" 1 (L 4937, off 35) 
 "production" 1 (L 4843, off 60) 
 "profit" 1 (L 4874, off 59) 
 "profits" 1 (L 4751, off 44) 
 "prohibition" 1 (L 4918, off 58) 
 "promotion" 1 (L 4844, off 0) 
 "prompted" 1 (L 2426, off 15) 
 "prong" 1 (L 3481, off 62) 
 "proofread" 1 (L 4790, off 61) 
 "propose" 1 (L 250, off 27) 
 "proprietary" 1 (L 4732, off 41) 
 "protested" 1 (L 3309, off 30) 
 "proves" 1 (L 3491, off 47) 
 "provision" 1 (L 4838, off 0) 
 "provisions" 1 (L 4838, off 57) 
 "publication" 1 (L 4569, off 9) 
 "puff" 1 (L 371, off 12) 
 "pulls" 1 (L 2767, off 47) 
 "purpose" 1 (L 4617, off 59) 
 "push" 1 (L 2817, off 27) 
 "pushed" 1 (L 947, off 44) 
 "pushing" 1 (L 1601, off 38) 
 "putting" 1 (L 2935, off 15) 
 "quarters" 1 (L 3802, off 51) 
 "quit" 1 (L 3427, off 6) 
 "raccoon" 1 (L 2287, off 47) 
 "rail" 1 (L 947, off 33) 
 "raining" 1 (L 4262, off 27) 
 "rampaging" 1 (L 4007, off 12) 
 "ranch" 1 (L 4487, off 8) 
 "range" 1 (L 492, off 11) 
 "rapid" 1 (L 1815, off 26) 
 "rapid-fire" 1 (L 1355, off 19) 
 "rapidly" 1 (L 3450, off 4) 
 "rate" 1 (L 3272, off 49) 
 "rattle" 1 (L 3629, off 8) 
 "rattled" 1 (L 3633, off 60) 
 "re-set" 1 (L 2955, off 24) 
 "readers" 1 (L 429, off 28) 
 "readiness" 1 (L 4087, off 16) 
 "reasonable" 1 (L 4747, off 25) 
 "reasoned" 1 (L 582, off 20) 
 "receiving" 1 (L 4815, off 49) 
 "reckon" 1 (L 4517, off 29) 
 "recreation" 1 (L 3718, off 44) 
 "red-haired" 1 (L 359, off 36) 
 "redistribute" 1 (L 4725, off 53) 
 "redistributing" 1 (L 4707, off 24) 
 "redistribution" 1 (L 4622, off 0) 
 "referring" 1 (L 4565, off 38) 
 "refused" 1 (L 1323, off 42) 
 "regarding" 1 (L 4283, off 45) 
 "register" 1 (L 1490, off 25) 
 "regular" 1 (L 2757, off 15) 
 "regulating" 1 (L 4908, off 55) 
 "reindeer" 1 (L 928, off 18) 
 "reindeers" 1 (L 931, off 41) 
 "rejoicing" 1 (L 850, off 55) 
 "relatives" 1 (L 742, off 0) 
 "remain" 1 (L 4863, off 0) 
 "remainder" 1 (L 3623, off 30) 
 "remained" 1 (L 2850, off 63) 
 "remaining" 1 (L 4838, off 47) 
 "remarks" 1 (L 1611, off 51) 
 "reminds" 1 (L 844, off 61) 
 "remove" 1 (L 4721, off 35) 
 "renamed" 1 (L 4605, off 8) 
 "rending" 1 (L 3208, off 41) 
 "repaired" 1 (L 2396, off 46) 
 "repairs" 1 (L 1545, off 55) 
 "repeated" 1 (L 3257, off 10) 
 "replace" 1 (L 4604, off 22) 
 "report" 1 (L 2409, off 51) 
 "reports" 1 (L 4618, off 38) 
 "representations" 1 (L 4685, off 44) 
 "request" 1 (L 4739, off 0) 
 "require" 1 (L 4767, off 24) 
 "required" 1 (L 4758, off 29) 
 "resemblance" 1 (L 2117, off 23) 
 "resolve" 1 (L 2467, off 27) 
 "responded" 1 (L 4539, off 24) 
 "responsible" 1 (L 4455, off 13) 
 "restful" 1 (L 963, off 4) 
 "result" 1 (L 3830, off 20) 
 "retreat" 1 (L 3789, off 41) 
 "returning" 1 (L 3408, off 25) 
 "returns" 1 (L 4759, off 5) 
 "revolving" 1 (L 151, off 26) 
 "ribbon" 1 (L 747, off 32) 
 "rid" 1 (L 1242, off 52) 
 "ring" 1 (L 2975, off 52) 
 "rise" 1 (L 2913, off 53) 
 "river" 1 (L 440, off 4) 
 "roam" 1 (L 3332, off 44) 
 "roaming" 1 (L 4162, off 0) 
 "roasted" 1 (L 2128, off 9) 
 "rocky" 1 (L 2116, off 45) 
 "rolled" 1 (L 1709, off 37) 
 "rope--I" 1 (L 1838, off 13) 
 "rope--a" 1 (L 1338, off 25) 
 "rounded" 1 (L 4486, off 51) 
 "rounds" 1 (L 2269, off 42) 
 "roused" 1 (L 4261, off 14) 
 "royalty" 1 (L 4751, off 12) 
 "rubbers" 1 (L 258, off 32) 
 "rudder" 1 (L 220, off 14) 
 "ruddy" 1 (L 2939, off 50) 
 "ruefully" 1 (L 3707, off 12) 
 "ruffled" 1 (L 1845, off 63) 
 "ruffling" 1 (L 291, off 21) 
 "rule" 1 (L 645, off 47) 
 "runaway" 1 (L 1384, off 11) 
 "rung" 1 (L 1489, off 67) 
 "runner" 1 (L 1391, off 10) 
 "runners" 1 (L 3928, off 29) 
 "sad" 1 (L 725, off 60) 
 "sadly" 1 (L 3317, off 46) 
 "sailed" 1 (L 3267, off 44) 
 "sales" 1 (L 1490, off 7) 
 "sang" 1 (L 1661, off 65) 
 "sash" 1 (L 3632, off 62) 
 "satisfied" 1 (L 4104, off 29) 
 "sausages" 1 (L 2128, off 21) 
 "savage" 1 (L 1098, off 14) 
 "saved" 1 (L 853, off 0) 
 "say--Oh" 1 (L 1341, off 44) 
 "scarcely" 1 (L 1819, off 36) 
 "scattering" 1 (L 4266, off 27) 
 "scent" 1 (L 633, off 11) 
 "scenting" 1 (L 3875, off 46) 
 "schools" 1 (L 133, off 46) 
 "scrambled" 1 (L 566, off 31) 
 "scratch" 1 (L 3486, off 17) 
 "screams" 1 (L 711, off 7) 
 "screened" 1 (L 3400, off 39) 
 "scrumptious" 1 (L 2210, off 6) 
 "searching" 1 (L 1015, off 24) 
 "seashore" 1 (L 660, off 15) 
 "season" 1 (L 1250, off 23) 
 "section" 1 (L 479, off 6) 
 "secure" 1 (L 4864, off 63) 
 "see--even" 1 (L 1837, off 5) 
 "sees" 1 (L 4439, off 39) 
 "seldom-used" 1 (L 3748, off 52) 
 "selling" 1 (L 3474, off 57) 
 "sending" 1 (L 4816, off 58) 
 "sends" 1 (L 1025, off 53) 
 "sensing" 1 (L 4347, off 47) 
 "sentences" 1 (L 1761, off 31) 
 "serious" 1 (L 1292, off 0) 
 "sessions" 1 (L 3656, off 45) 
 "sets" 1 (L 1059, off 47) 
 "settle" 1 (L 4532, off 65) 
 "settled" 1 (L 4428, off 57) 
 "settlement" 1 (L 3945, off 17) 
 "seven" 1 (L 2310, off 50) 
 "shack" 1 (L 3255, off 21) 
 "shade" 1 (L 1870, off 28) 
 "shadow" 1 (L 3674, off 24) 
 "shadows" 1 (L 4318, off 45) 
 "shafts" 1 (L 4285, off 27) 
 "shallow" 1 (L 2150, off 41) 
 "shape" 1 (L 2044, off 14) 
 "shapes" 1 (L 2052, off 31) 
 "shared" 1 (L 4936, off 62) 
 "shares" 1 (L 1446, off 34) 
 "sharing" 1 (L 4673, off 7) 
 "sharp" 1 (L 2547, off 65) 
 "sharply" 1 (L 2517, off 25) 
 "shelves" 1 (L 2417, off 50) 
 "ship" 1 (L 2553, off 0) 
 "shipment" 1 (L 1279, off 41) 
 "shoe" 1 (L 2030, off 5) 
 "shoe-maker" 1 (L 2354, off 38) 
 "shook" 1 (L 1834, off 12) 
 "shortly" 1 (L 4362, off 0) 
 "should--" 1 
 "shoulder" 1 (L 403, off 4) 
 "shouldn" 1 (L 467, off 43) 
 "shouts" 1 (L 3880, off 58) 
 "showing" 1 (L 4351, off 20) 
 "shrill" 1 (L 711, off 0) 
 "shuts" 1 (L 2761, off 10) 
 "shyly" 1 (L 2575, off 42) 
 "side--away" 1 (L 169, off 45) 
