 "'AS-IS'" 1 
 "--bootlegging" 1 (L 378, off 50) 
 "created" 3 (L 61, off 4) (L 1679, off 42) (L 1751, off 38) 
 "creating" 3 (L 1479, off 14) (L 1494, off 16) (L 1605, off 45) 
 "damaged" 3 (L 889, off 48) (L 1097, off 18) (L 1610, off 51) 
 "date" 3 (L 1345, off 38) (L 1571, off 32) (L 1700, off 0) 
 "dead" 3 (L 263, off 33) (L 853, off 49) (L 1225, off 32) 
 "defective" 3 (L 1610, off 38) (L 1634, off 9) (L 1638, off 24) 
 "derivative" 3 (L 1429, off 43) (L 1479, off 23) (L 1494, off 25) 
 "described" 3 (L 1056, off 61) (L 1057, off 24) (L 1615, off 26) 
 "destroyed" 3 (L 889, off 59) (L 915, off 12) (L 1340, off 49) 
 "directed" 3 (L 748, off 56) (L 964, off 30) (L 1229, off 8) 
 "display" 3 (L 871, off 43) (L 1041, off 38) (L 1539, off 20) 
 "distributor" 3 (L 78, off 41) (L 87, off 4) (L 91, off 13) 
 "does" 3 (L 818, off 0) (L 1517, off 56) (L 1580, off 2) 
 "doubt" 3 (L 738, off 28) (L 1266, off 40) (L 1286, off 42) 
 "dressed" 3 (L 398, off 60) (L 464, off 12) (L 577, off 56) 
 "entered" 3 (L 624, off 25) (L 654, off 29) (L 662, off 12) 
 "equipment" 3 (L 1612, off 23) (L 1716, off 9) (L 1716, off 38) 
 "expert" 3 (L 705, off 17) (L 727, off 55) (L 735, off 4) 
 "fact" 3 (L 503, off 10) (L 1343, off 0) (L 1344, off 57) 
 "facts" 3 (L 375, off 41) (L 1009, off 45) (L 1282, off 31) 
 "familiar" 3 (L 100, off 25) (L 883, off 48) (L 886, off 7) 
 "feet" 3 (L 210, off 30) (L 741, off 66) (L 873, off 55) 
 "fifty" 3 (L 479, off 16) (L 576, off 65) (L 879, off 13) 
 "final" 3 (L 566, off 14) (L 1190, off 0) (L 1313, off 63) 
 "finality" 3 (L 587, off 29) (L 998, off 31) (L 1341, off 34) 
 "finally" 3 (L 529, off 32) (L 601, off 25) (L 1348, off 36) 
 "five" 3 (L 459, off 36) (L 718, off 61) (L 1071, off 9) 
 "folded" 3 (L 578, off 41) (L 1193, off 63) (L 1241, off 32) 
 "following" 3 (L 1501, off 11) (L 1571, off 17) (L 1662, off 4) 
 "forehead" 3 (L 822, off 7) (L 1148, off 47) (L 1192, off 49) 
 "frame" 3 (L 262, off 45) (L 399, off 0) (L 1372, off 27) 
 "generations" 3 (L 1389, off 35) (L 1678, off 28) (L 1681, off 0) 
 "gently" 3 (L 83, off 18) (L 1002, off 47) (L 1372, off 8) 
 "going" 3 (L 498, off 7) (L 556, off 10) (L 556, off 51) 
 "gone" 3 (L 145, off 42) (L 459, off 60) (L 1267, off 5) 
 "graph" 3 (L 1158, off 36) (L 1163, off 16) (L 1205, off 38) 
 "grinned" 3 (L 259, off 54) (L 340, off 6) (L 355, off 11) 
 "happened" 3 (L 331, off 12) (L 1216, off 22) (L 1255, off 51) 
 "headlines" 3 (L 255, off 28) (L 259, off 10) (L 261, off 58) 
 "heard" 3 (L 568, off 11) (L 1177, off 62) (L 1333, off 40) 
 "hell" 3 (L 185, off 4) (L 430, off 23) (L 866, off 61) 
 "http" 3 (L 28, off 33) (L 1409, off 8) (L 1412, off 33) 
 "identify" 3 (L 622, off 55) (L 799, off 10) (L 1604, off 10) 
 "immaterial" 3 (L 768, off 15) (L 1170, off 53) (L 1176, off 38) 
 "impatiently" 3 (L 461, off 42) (L 886, off 39) (L 1083, off 15) 
 "included" 3 (L 6, off 33) (L 1511, off 51) (L 1753, off 38) 
 "keep" 3 (L 226, off 14) (L 1723, off 62) (L 1754, off 12) 
 "kind" 3 (L 240, off 23) (L 333, off 28) (L 931, off 25) 
 "known" 3 (L 773, off 15) (L 817, off 48) (L 1316, off 8) 
 "lawyer" 3 (L 261, off 0) (L 309, off 54) (L 449, off 22) 
 "leaned" 3 (L 647, off 10) (L 988, off 49) (L 1349, off 35) 
 "let" 3 (L 62, off 44) (L 411, off 64) (L 569, off 28) 
 "links" 3 (L 1501, off 43) (L 1542, off 7) (L 1699, off 51) 
 "live" 3 (L 1045, off 30) (L 1046, off 58) (L 1360, off 16) 
 "lot" 3 (L 126, off 37) (L 191, off 12) (L 1467, off 33) 
 "man's" 3 (L 153, off 62) (L 1080, off 46) (L 1303, off 57) 
 "million" 3 (L 57, off 8) (L 101, off 1) (L 1071, off 14) 
 "mission" 3 (L 1440, off 36) (L 1481, off 47) (L 1713, off 53) 
 "nature" 3 (L 1065, off 36) (L 1069, off 37) (L 1092, off 12) 
 "necessary" 3 (L 265, off 22) (L 754, off 62) (L 947, off 25) 
 "neither" 3 (L 352, off 27) (L 527, off 17) (L 1304, off 20) 
 "nose" 3 (L 70, off 18) (L 898, off 24) (L 900, off 11) 
 "noted" 3 (L 106, off 10) (L 380, off 45) (L 505, off 25) 
 "object" 3 (L 249, off 11) (L 1056, off 21) (L 1059, off 58) 
 "official" 3 (L 1549, off 61) (L 1550, off 22) (L 1701, off 0) 
 "open" 3 (L 294, off 32) (L 459, off 25) (L 523, off 15) 
 "paragraphs" 3 (L 1523, off 32) (L 1525, off 26) (L 1529, off 22) 
 "particular" 3 (L 763, off 28) (L 1726, off 56) (L 1754, off 47) 
 "pay" 3 (L 102, off 36) (L 136, off 31) (L 1565, off 6) 
 "payments" 3 (L 1570, off 49) (L 1573, off 2) (L 1740, off 30) 
 "performing" 3 (L 1478, off 57) (L 1493, off 51) (L 1558, off 0) 
 "picture" 3 (L 262, off 16) (L 1167, off 10) (L 1372, off 47) 
 "plastic" 3 (L 333, off 36) (L 906, off 13) (L 907, off 0) 
 "points" 3 (L 452, off 14) (L 595, off 0) (L 1344, off 31) 
 "polished" 3 (L 328, off 0) (L 821, off 56) (L 1148, off 23) 
 "precedent" 3 (L 471, off 10) (L 778, off 44) (L 1331, off 31) 
 "present" 3 (L 350, off 22) (L 1195, off 14) (L 1345, off 48) 
 "prints" 3 (L 730, off 8) (L 735, off 34) (L 739, off 0) 
 "produce" 3 (L 793, off 13) (L 1073, off 15) (L 1762, off 32) 
 "profit" 3 (L 1035, off 11) (L 1035, off 51) (L 1687, off 59) 
 "provided" 3 (L 1563, off 0) (L 1633, off 57) (L 1642, off 33) 
 "public" 3 (L 1475, off 35) (L 1713, off 7) (L 1714, off 25) 
 "pulse" 3 (L 1165, off 36) (L 1165, off 51) (L 1250, off 19) 
 "put" 3 (L 824, off 13) (L 912, off 5) (L 1386, off 22) 
 "quiet" 3 (L 264, off 2) (L 381, off 0) (L 519, off 30) 
 "raised" 3 (L 968, off 12) (L 1279, off 54) (L 1320, off 0) 
 "rasped" 3 (L 352, off 13) (L 401, off 22) (L 1208, off 35) 
 "rather" 3 (L 924, off 52) (L 957, off 5) (L 1149, off 55) 
 "reality" 3 (L 1053, off 0) (L 1053, off 33) (L 1345, off 56) 
 "receive" 3 (L 1426, off 61) (L 1630, off 0) (L 1637, off 15) 
 "recorder" 3 (L 1158, off 15) (L 1205, off 7) (L 1239, off 10) 
 "records" 3 (L 392, off 45) (L 840, off 8) (L 842, off 38) 
 "registered" 3 (L 1125, off 43) (L 1425, off 46) (L 1462, off 30) 
 "religious" 3 (L 487, off 62) (L 508, off 6) (L 1031, off 21) 
 "remarks" 3 (L 575, off 27) (L 614, off 42) (L 1292, off 23) 
 "reported" 3 (L 244, off 20) (L 505, off 9) (L 1588, off 36) 
 "respiratory" 3 (L 1116, off 4) (L 1165, off 12) (L 1250, off 0) 
 "restrictions" 3 (L 4, off 60) (L 378, off 31) (L 1510, off 2) 
 "satellite" 3 (L 56, off 12) (L 520, off 21) (L 864, off 24) 
 "satisfaction" 3 (L 109, off 43) (L 255, off 0) (L 699, off 43) 
 "saw" 3 (L 125, off 21) (L 175, off 56) (L 176, off 66) 
 "second" 3 (L 697, off 46) (L 1636, off 55) (L 1638, off 4) 
 "sent" 3 (L 434, off 63) (L 435, off 60) (L 1573, off 48) 
 "sentence" 3 (L 1320, off 38) (L 1501, off 21) (L 1541, off 27) 
 "several" 3 (L 1079, off 54) (L 1178, off 60) (L 1751, off 51) 
 "share" 3 (L 264, off 19) (L 371, off 4) (L 1487, off 4) 
 "sign" 3 (L 614, off 62) (L 931, off 13) (L 1121, off 29) 
 "six" 3 (L 175, off 38) (L 210, off 26) (L 439, off 13) 
 "sleep" 3 (L 87, off 50) (L 529, off 10) (L 529, off 53) 
 "sometimes" 3 (L 791, off 7) (L 1037, off 5) (L 1214, off 27) 
 "soul" 3 (L 1102, off 51) (L 1121, off 21) (L 1358, off 3) 
 "sound" 3 (L 87, off 44) (L 122, off 0) (L 1024, off 63) 
 "space" 3 (L 1037, off 29) (L 1054, off 41) (L 1390, off 46) 
 "spoke" 3 (L 527, off 33) (L 580, off 47) (L 1036, off 44) 
 "stains" 3 (L 791, off 54) (L 793, off 6) (L 808, off 29) 
 "steel" 3 (L 201, off 50) (L 748, off 38) (L 1370, off 5) 
 "strangely" 3 (L 317, off 47) (L 380, off 58) (L 1081, off 4) 
 "talking" 3 (L 62, off 33) (L 186, off 50) (L 494, off 35) 
 "television" 3 (L 58, off 27) (L 504, off 0) (L 1160, off 0) 
 "tell" 3 (L 228, off 9) (L 788, off 26) (L 954, off 9) 
 "ten" 3 (L 467, off 12) (L 518, off 19) (L 925, off 21) 
 "test" 3 (L 806, off 8) (L 1177, off 34) (L 1180, off 9) 
 "themselves" 3 (L 63, off 9) (L 1008, off 22) (L 1302, off 55) 
 "these" 3 (L 1419, off 56) (L 1606, off 33) (L 1724, off 5) 
 "thin" 3 (L 138, off 4) (L 266, off 33) (L 602, off 45) 
 "thoughtfully" 3 (L 580, off 0) (L 684, off 40) (L 821, off 28) 
 "throughout" 3 (L 1159, off 32) (L 1390, off 13) (L 1697, off 39) 
 "took" 3 (L 294, off 14) (L 388, off 38) (L 497, off 32) 
 "treatment" 3 (L 1106, off 31) (L 1130, off 25) (L 1735, off 30) 
 "twisted" 3 (L 376, off 14) (L 1253, off 16) (L 1265, off 32) 
 "uncertainty" 3 (L 649, off 32) (L 695, off 38) (L 1352, off 59) 
 "user" 3 (L 1552, off 7) (L 1578, off 51) (L 1581, off 35) 
 "view" 3 (L 1011, off 26) (L 1058, off 56) (L 1180, off 0) 
 "watched" 3 (L 52, off 43) (L 646, off 6) (L 830, off 9) 
 "web" 3 (L 1370, off 38) (L 1550, off 52) (L 1700, off 58) 
 "white" 3 (L 67, off 54) (L 211, off 0) (L 875, off 38) 
 "whose" 3 (L 262, off 10) (L 303, off 29) (L 853, off 8) 
 "window" 3 (L 263, off 4) (L 1273, off 44) (L 1371, off 27) 
 "women" 3 (L 465, off 0) (L 999, off 33) (L 1330, off 65) 
 "worked" 3 (L 499, off 27) (L 517, off 63) (L 1243, off 19) 
 "worry" 3 (L 115, off 7) (L 287, off 7) (L 422, off 20) 
 "writing" 3 (L 1579, off 9) (L 1596, off 63) (L 1638, off 62) 
 "written" 3 (L 1631, off 0) (L 1633, off 10) (L 1725, off 27) 
 "Bert" 4 (L 303, off 0) (L 336, off 44) (L 355, off 0) (L 848, off 51) 
 "Brown" 4 (L 303, off 5) (L 336, off 49) (L 340, off 0) (L 355, off 5) 
 "Central" 4 (L 254, off 33) (L 519, off 39) (L 559, off 9) (L 1369, off 27) 
 "How" 4 (L 148, off 0) (L 148, off 62) (L 251, off 16) (L 671, off 1) 
 "Not" 4 (L 230, off 21) (L 234, off 1) (L 375, off 7) (L 480, off 61) 
 "PROJECT" 4 (L 22, off 18) (L 1405, off 16) (L 1424, off 45) (L 1437, off 9) 
 "Park" 4 (L 254, off 41) (L 519, off 47) (L 559, off 17) (L 1369, off 35) 
 "THE" 4 (L 1437, off 0) (L 1622, off 44) (L 1622, off 60) (L 1625, off 46) 
 "Thank" 4 (L 95, off 1) (L 638, off 1) (L 1017, off 1) (L 1393, off 40) 
 "West" 4 (L 68, off 33) (L 254, off 46) (L 1203, off 34) (L 1698, off 60) 
 "Will" 4 (L 750, off 1) (L 799, off 1) (L 890, off 48) (L 1197, off 1) 
 "accepted" 4 (L 165, off 5) (L 721, off 10) (L 1734, off 39) (L 1739, off 37) 
 "accident" 4 (L 334, off 5) (L 753, off 25) (L 809, off 27) (L 915, off 29) 
 "address" 4 (L 87, off 60) (L 565, off 60) (L 1574, off 47) (L 1696, off 8) 
 "ago" 4 (L 450, off 46) (L 719, off 0) (L 1013, off 27) (L 1080, off 6) 
 "ain't" 4 (L 121, off 3) (L 135, off 3) (L 1222, off 47) (L 1269, off 6) 
 "almost" 4 (L 4, off 50) (L 605, off 57) (L 1111, off 28) (L 1509, off 52) 
 "already" 4 (L 296, off 31) (L 1162, off 19) (L 1299, off 15) (L 1567, off 6) 
 "another" 4 (L 169, off 50) (L 661, off 40) (L 796, off 27) (L 1351, off 16) 
 "ask" 4 (L 499, off 47) (L 860, off 57) (L 962, off 14) (L 1041, off 10) 
 "attention" 4 (L 350, off 0) (L 888, off 25) (L 893, off 59) (L 1083, off 53) 
 "booth" 4 (L 60, off 24) (L 99, off 13) (L 646, off 44) (L 1254, off 0) 
 "brain" 4 (L 505, off 31) (L 1071, off 62) (L 1073, off 37) (L 1097, off 39) 
 "can't" 4 (L 93, off 3) (L 136, off 25) (L 161, off 0) (L 405, off 3) 
 "car" 4 (L 178, off 53) (L 521, off 23) (L 559, off 46) (L 1284, off 50) 
 "care" 4 (L 186, off 24) (L 884, off 21) (L 1127, off 25) (L 1129, off 13) 
 "carefully" 4 (L 124, off 46) (L 463, off 58) (L 618, off 57) (L 675, off 49) 
 "century" 4 (L 67, off 26) (L 146, off 28) (L 992, off 55) (L 1063, off 31) 
 "collection" 4 (L 1473, off 59) (L 1475, off 13) (L 1606, off 13) (L 1677, off 49) 
 "compliance" 4 (L 1483, off 9) (L 1725, off 51) (L 1726, off 37) (L 1754, off 27) 
 "contact" 4 (L 1699, off 43) (L 1700, off 5) (L 1701, off 35) (L 1703, off 15) 
 "copying" 4 (L 1423, off 26) (L 1478, off 34) (L 1493, off 30) (L 1558, off 12) 
 "data" 4 (L 714, off 15) (L 934, off 30) (L 1009, off 20) (L 1609, off 11) 
 "deal" 4 (L 149, off 53) (L 550, off 4) (L 552, off 4) (L 794, off 30) 
 "defend" 4 (L 44, off 29) (L 102, off 54) (L 162, off 19) (L 1040, off 28) 
 "defendant's" 4 (L 724, off 50) (L 762, off 19) (L 1238, off 27) (L 1298, off 0) 
 "different" 4 (L 756, off 43) (L 815, off 31) (L 852, off 27) (L 1595, off 50) 
 "displaying" 4 (L 1479, off 0) (L 1493, off 39) (L 1541, off 12) (L 1557, off 51) 
 "distributed" 4 (L 1506, off 29) (L 1519, off 46) (L 1715, off 7) (L 1748, off 0) 
 "effort" 4 (L 498, off 26) (L 1337, off 16) (L 1604, off 0) (L 1723, off 13) 
 "efforts" 4 (L 1255, off 8) (L 1606, off 39) (L 1672, off 22) (L 1682, off 32) 
 "enough" 4 (L 102, off 44) (L 198, off 29) (L 414, off 7) (L 903, off 18) 
 "evidence" 4 (L 48, off 48) (L 472, off 42) (L 615, off 27) (L 1235, off 4) 
 "eye" 4 (L 483, off 57) (L 649, off 57) (L 1323, off 34) (L 1323, off 45) 
 "face" 4 (L 70, off 0) (L 139, off 0) (L 331, off 29) (L 1238, off 39) 
 "figure" 4 (L 57, off 52) (L 874, off 27) (L 874, off 48) (L 941, off 59) 
 "find" 4 (L 510, off 44) (L 813, off 14) (L 1035, off 6) (L 1318, off 28) 
 "form" 4 (L 1546, off 53) (L 1547, off 33) (L 1554, off 24) (L 1715, off 39) 
 "format" 4 (L 1486, off 5) (L 1548, off 60) (L 1549, off 42) (L 1554, off 44) 
 "forty" 4 (L 450, off 34) (L 704, off 0) (L 857, off 50) (L 1747, off 31) 
 "found" 4 (L 263, off 62) (L 1408, off 57) (L 1532, off 51) (L 1700, off 32) 
 "freely" 4 (L 1482, off 35) (L 1678, off 7) (L 1715, off 0) (L 1747, off 0) 
 "further" 4 (L 366, off 27) (L 688, off 4) (L 979, off 5) (L 1639, off 8) 
 "future" 4 (L 1195, off 43) (L 1469, off 33) (L 1680, off 14) (L 1680, off 50) 
 "gave" 4 (L 71, off 21) (L 561, off 0) (L 614, off 54) (L 722, off 45) 
 "give" 4 (L 5, off 30) (L 1197, off 10) (L 1510, off 44) (L 1636, off 44) 
 "holder" 4 (L 1519, off 10) (L 1528, off 37) (L 1530, off 42) (L 1532, off 44) 
 "hospital" 4 (L 842, off 29) (L 884, off 60) (L 1013, off 5) (L 1124, off 25) 
 "identified" 4 (L 704, off 18) (L 764, off 18) (L 772, off 47) (L 880, off 14) 
 "important" 4 (L 232, off 46) (L 500, off 25) (L 972, off 55) (L 1717, off 32) 
 "interview" 4 (L 249, off 33) (L 290, off 13) (L 294, off 4) (L 364, off 0) 
 "it's" 4 (L 182, off 38) (L 191, off 63) (L 228, off 21) (L 333, off 14) 
 "joint" 4 (L 122, off 36) (L 908, off 58) (L 909, off 25) (L 910, off 7) 
 "left" 4 (L 253, off 14) (L 366, off 14) (L 1037, off 47) (L 1397, off 35) 
 "license" 4 (L 1423, off 8) (L 1433, off 10) (L 1445, off 18) (L 1452, off 33) 
 "life" 4 (L 154, off 0) (L 541, off 0) (L 588, off 24) (L 1673, off 28) 
 "limitation" 4 (L 1110, off 55) (L 1647, off 31) (L 1648, off 30) (L 1651, off 0) 
 "longer" 4 (L 1241, off 25) (L 1302, off 48) (L 1305, off 24) (L 1340, off 0) 
 "look" 4 (L 299, off 26) (L 607, off 47) (L 661, off 29) (L 675, off 35) 
 "made" 4 (L 565, off 43) (L 806, off 15) (L 1154, off 20) (L 1311, off 5) 
 "matter" 4 (L 752, off 8) (L 775, off 60) (L 1050, off 0) (L 1110, off 39) 
 "mean" 4 (L 187, off 23) (L 535, off 49) (L 750, off 55) (L 1218, off 5) 
 "meeting" 4 (L 88, off 6) (L 447, off 21) (L 1051, off 0) (L 1060, off 64) 
 "money" 4 (L 499, off 64) (L 1578, off 35) (L 1587, off 6) (L 1630, off 24) 
 "mouth" 4 (L 79, off 39) (L 88, off 45) (L 129, off 4) (L 880, off 4) 
 "nearly" 4 (L 439, off 6) (L 873, off 42) (L 977, off 0) (L 1429, off 4) 
 "need" 4 (L 447, off 52) (L 1193, off 24) (L 1261, off 48) (L 1676, off 16) 
 "night" 4 (L 253, off 48) (L 513, off 42) (L 561, off 46) (L 1376, off 55) 
 "number" 4 (L 875, off 44) (L 1691, off 0) (L 1714, off 15) (L 1739, off 51) 
 "obtain" 4 (L 949, off 19) (L 1458, off 40) (L 1524, off 0) (L 1596, off 42) 
 "online" 4 (L 6, off 61) (L 1444, off 57) (L 1512, off 11) (L 1740, off 23) 
 "opened" 4 (L 88, off 34) (L 442, off 33) (L 727, off 62) (L 1153, off 49) 
 "opening" 4 (L 565, off 52) (L 575, off 19) (L 614, off 34) (L 1390, off 28) 
 "others" 4 (L 177, off 63) (L 572, off 31) (L 1058, off 64) (L 1487, off 33) 
 "outline" 4 (L 874, off 14) (L 894, off 39) (L 902, off 46) (L 941, off 51) 
 "outside" 4 (L 218, off 36) (L 1491, off 42) (L 1497, off 8) (L 1736, off 0) 
 "owner" 4 (L 1568, off 9) (L 1598, off 37) (L 1616, off 43) (L 1656, off 10) 
 "past" 4 (L 925, off 16) (L 976, off 4) (L 1130, off 63) (L 1194, off 61) 
 "phrase" 4 (L 1442, off 50) (L 1504, off 13) (L 1505, off 0) (L 1521, off 54) 
 "plate" 4 (L 896, off 17) (L 900, off 16) (L 907, off 38) (L 910, off 31) 
 "play" 4 (L 340, off 52) (L 1075, off 40) (L 1076, off 17) (L 1076, off 59) 
 "polygraph" 4 (L 1152, off 2) (L 1163, off 42) (L 1239, off 0) (L 1249, off 4) 
 "posted" 4 (L 1518, off 39) (L 1527, off 64) (L 1532, off 0) (L 1550, off 8) 
 "processes" 4 (L 838, off 43) (L 1078, off 48) (L 1080, off 61) (L 1081, off 40) 
 "providing" 4 (L 1521, off 18) (L 1561, off 56) (L 1636, off 10) (L 1657, off 0) 
 "punk" 4 (L 44, off 38) (L 102, off 63) (L 170, off 46) (L 452, off 53) 
 "quality" 4 (L 318, off 0) (L 581, off 0) (L 616, off 2) (L 1067, off 62) 
 "questions" 4 (L 100, off 34) (L 366, off 35) (L 486, off 7) (L 688, off 12) 
 "reached" 4 (L 155, off 57) (L 945, off 34) (L 1079, off 12) (L 1322, off 48) 
 "requirements" 4 (L 1523, off 16) (L 1722, off 19) (L 1724, off 11) (L 1730, off 30) 
 "research" 4 (L 48, off 19) (L 495, off 23) (L 1430, off 17) (L 1604, off 33) 
 "retorted" 4 (L 167, off 49) (L 767, off 14) (L 886, off 29) (L 1006, off 23) 
 "return" 4 (L 1138, off 9) (L 1454, off 54) (L 1581, off 43) (L 1632, off 49) 
 "screen" 4 (L 58, off 38) (L 441, off 36) (L 850, off 51) (L 1396, off 39) 
 "site" 4 (L 1550, off 56) (L 1700, off 62) (L 1757, off 29) (L 1760, off 9) 
 "snapped" 4 (L 336, off 55) (L 752, off 36) (L 896, off 25) (L 991, off 42) 
 "states" 4 (L 1646, off 12) (L 1721, off 45) (L 1729, off 54) (L 1731, off 60) 
 "status" 4 (L 1496, off 41) (L 1689, off 44) (L 1718, off 0) (L 1726, off 27) 
 "stepped" 4 (L 467, off 31) (L 574, off 55) (L 1172, off 11) (L 1313, off 17) 
 "subject" 4 (L 1049, off 42) (L 1058, off 20) (L 1060, off 24) (L 1432, off 55) 
 "support" 4 (L 1481, off 14) (L 1675, off 25) (L 1713, off 14) (L 1749, off 10) 
 "therapy" 4 (L 1107, off 13) (L 1115, off 10) (L 1131, off 59) (L 1133, off 56) 
 "things" 4 (L 264, off 25) (L 586, off 8) (L 1465, off 0) (L 1467, off 40) 
 "thinking" 4 (L 145, off 6) (L 666, off 28) (L 1039, off 21) (L 1079, off 31) 
 "times" 4 (L 148, off 9) (L 198, off 36) (L 629, off 54) (L 705, off 37) 
 "touched" 4 (L 167, off 5) (L 898, off 12) (L 1372, off 59) (L 1396, off 5) 
 "true" 4 (L 220, off 7) (L 708, off 11) (L 914, off 24) (L 919, off 20) 
 "type" 4 (L 955, off 31) (L 1127, off 9) (L 1129, off 5) (L 1155, off 52) 
 "unless" 4 (L 961, off 13) (L 1426, off 50) (L 1559, off 0) (L 1753, off 9) 
 "veins" 4 (L 818, off 26) (L 848, off 19) (L 1141, off 0) (L 1242, off 29) 
 "verdict" 4 (L 1322, off 27) (L 1325, off 18) (L 1378, off 37) (L 1380, off 18) 
 "very" 4 (L 125, off 47) (L 125, off 62) (L 1378, off 12) (L 1428, off 35) 
 "vitallium" 4 (L 905, off 23) (L 908, off 15) (L 909, off 9) (L 910, off 41) 
 "waited" 4 (L 89, off 5) (L 461, off 35) (L 591, off 3) (L 1257, off 22) 
 "walk" 4 (L 52, off 63) (L 175, off 65) (L 519, off 0) (L 1306, off 26) 
 "Defense" 5 (L 756, off 58) (L 761, off 15) (L 772, off 0) (L 1143, off 17) (L 1171, off 0) 
 "Emmett" 5 (L 182, off 6) (L 191, off 17) (L 198, off 55) (L 213, off 24) (L 543, off 6) 
 "For" 5 (L 191, off 48) (L 1063, off 0) (L 1393, off 1) (L 1703, off 0) (L 1747, off 27) 
 "Information" 5 (L 1575, off 14) (L 1667, off 11) (L 1684, off 29) (L 1709, off 11) (L 1743, off 19) 
 "October" 5 (L 17, off 14) (L 625, off 0) (L 655, off 0) (L 662, off 52) (L 1216, off 36) 
 "THIS" 5 (L 22, off 13) (L 1405, off 11) (L 1438, off 12) (L 1438, off 46) (L 1623, off 43) 
 "That" 5 (L 253, off 43) (L 450, off 25) (L 517, off 44) (L 712, off 1) (L 1269, off 1) 
 "answered" 5 (L 191, off 29) (L 359, off 21) (L 924, off 32) (L 1227, off 24) (L 1234, off 21) 
 "anyone" 5 (L 3, off 29) (L 1508, off 31) (L 1519, off 61) (L 1656, off 58) (L 1747, off 19) 
 "anything" 5 (L 424, off 24) (L 447, off 57) (L 532, off 16) (L 954, off 17) (L 1427, off 42) 
 "around" 5 (L 79, off 28) (L 198, off 11) (L 902, off 35) (L 1156, off 23) (L 1226, off 42) 
 "audience" 5 (L 360, off 47) (L 849, off 31) (L 856, off 53) (L 1038, off 0) (L 1086, off 43) 
 "being" 5 (L 71, off 29) (L 245, off 16) (L 353, off 32) (L 779, off 46) (L 1284, off 12) 
 "beside" 5 (L 262, off 64) (L 300, off 9) (L 463, off 0) (L 521, off 54) (L 606, off 60) 
 "big" 5 (L 226, off 39) (L 228, off 29) (L 411, off 27) (L 441, off 52) (L 445, off 4) 
 "cameras" 5 (L 298, off 0) (L 342, off 31) (L 873, off 21) (L 1160, off 11) (L 1310, off 43) 
 "chart" 5 (L 873, off 36) (L 888, off 43) (L 893, off 12) (L 941, off 15) (L 968, off 35) 
 "country" 5 (L 8, off 30) (L 68, off 54) (L 1492, off 23) (L 1497, off 0) (L 1513, off 54) 
 "crime" 5 (L 1210, off 27) (L 1282, off 44) (L 1289, off 57) (L 1339, off 43) (L 1362, off 19) 
 "desk" 5 (L 145, off 0) (L 205, off 31) (L 399, off 40) (L 714, off 27) (L 797, off 0) 
 "didn't" 5 (L 264, off 46) (L 309, off 61) (L 448, off 27) (L 532, off 5) (L 558, off 5) 
 "distribute" 5 (L 1420, off 42) (L 1539, off 38) (L 1545, off 30) (L 1548, off 6) (L 1594, off 38) 
 "donate" 5 (L 1569, off 12) (L 1727, off 30) (L 1732, off 27) (L 1741, off 0) (L 1741, off 40) 
 "editions" 5 (L 255, off 51) (L 1415, off 8) (L 1415, off 56) (L 1418, off 30) (L 1752, off 0) 
 "entity" 5 (L 1095, off 23) (L 1383, off 43) (L 1459, off 10) (L 1633, off 45) (L 1636, off 3) 
 "few" 5 (L 61, off 63) (L 395, off 63) (L 993, off 66) (L 1183, off 48) (L 1464, off 62) 
 "free" 5 (L 1440, off 61) (L 1469, off 28) (L 1482, off 0) (L 1591, off 56) (L 1669, off 44) 
 "get" 5 (L 159, off 9) (L 177, off 4) (L 230, off 33) (L 430, off 15) (L 460, off 36) 
 "good" 5 (L 145, off 52) (L 206, off 39) (L 449, off 17) (L 473, off 24) (L 961, off 52) 
 "hand" 5 (L 441, off 56) (L 444, off 59) (L 821, off 23) (L 1157, off 54) (L 1371, off 60) 
 "help" 5 (L 448, off 56) (L 452, off 31) (L 1469, off 14) (L 1682, off 58) (L 1762, off 27) 
 "here" 5 (L 148, off 26) (L 430, off 35) (L 503, off 15) (L 600, off 13) (L 717, off 8) 
 "identification" 5 (L 710, off 0) (L 765, off 42) (L 773, off 40) (L 789, off 10) (L 1690, off 53) 
 "individual" 5 (L 839, off 32) (L 1474, off 57) (L 1476, off 14) (L 1516, off 13) (L 1527, off 13) 
 "information" 5 (L 151, off 0) (L 1683, off 36) (L 1700, off 13) (L 1703, off 23) (L 1760, off 23) 
 "jaw" 5 (L 201, off 63) (L 879, off 64) (L 905, off 33) (L 1004, off 13) (L 1186, off 57) 
 "juror" 5 (L 53, off 30) (L 78, off 16) (L 97, off 60) (L 106, off 34) (L 482, off 35) 
 "medium" 5 (L 1582, off 46) (L 1607, off 26) (L 1611, off 6) (L 1632, off 32) (L 1632, off 60) 
 "much" 5 (L 157, off 32) (L 291, off 0) (L 1222, off 14) (L 1222, off 29) (L 1397, off 19) (L 1723, off 21) 
 "produced" 5 (L 46, off 47) (L 839, off 54) (L 1065, off 0) (L 1283, off 42) (L 1747, off 47) 
 "protected" 5 (L 1418, off 43) (L 1432, off 4) (L 1517, off 23) (L 1605, off 10) (L 1752, off 44) 
 "read" 5 (L 255, off 19) (L 1163, off 11) (L 1222, off 6) (L 1451, off 44) (L 1612, off 10) 
