 "'AS-IS'"
 "--bootlegging"(L 378, off 50) 
 "further"(L 366, off 27) (L 688, off 4) (L 979, off 5) (L 1639, off 8) 
 "future"(L 1195, off 43) (L 1469, off 33) (L 1680, off 14) (L 1680, off 50) 
 "gave"(L 71, off 21) (L 561, off 0) (L 614, off 54) (L 722, off 45) 
 "give"(L 5, off 30) (L 1197, off 10) (L 1510, off 44) (L 1636, off 44) 
 "holder"(L 1519, off 10) (L 1528, off 37) (L 1530, off 42) (L 1532, off 44) 
 "hospital"(L 842, off 29) (L 884, off 60) (L 1013, off 5) (L 1124, off 25) 
 "identified"(L 704, off 18) (L 764, off 18) (L 772, off 47) (L 880, off 14) 
 "important"(L 232, off 46) (L 500, off 25) (L 972, off 55) (L 1717, off 32) 
 "interview"(L 249, off 33) (L 290, off 13) (L 294, off 4) (L 364, off 0) 
 "it's"(L 182, off 38) (L 191, off 63) (L 228, off 21) (L 333, off 14) 
 "joint"(L 122, off 36) (L 908, off 58) (L 909, off 25) (L 910, off 7) 
 "left"(L 253, off 14) (L 366, off 14) (L 1037, off 47) (L 1397, off 35) 
 "license"(L 1423, off 8) (L 1433, off 10) (L 1445, off 18) (L 1452, off 33) 
 "life"(L 154, off 0) (L 541, off 0) (L 588, off 24) (L 1673, off 28) 
 "limitation"(L 1110, off 55) (L 1647, off 31) (L 1648, off 30) (L 1651, off 0) 
 "longer"(L 1241, off 25) (L 1302, off 48) (L 1305, off 24) (L 1340, off 0) 
 "look"(L 299, off 26) (L 607, off 47) (L 661, off 29) (L 675, off 35) 
 "made"(L 565, off 43) (L 806, off 15) (L 1154, off 20) (L 1311, off 5) 
 "matter"(L 752, off 8) (L 775, off 60) (L 1050, off 0) (L 1110, off 39) 
 "mean"(L 187, off 23) (L 535, off 49) (L 750, off 55) (L 1218, off 5) 
 "meeting"(L 88, off 6) (L 447, off 21) (L 1051, off 0) (L 1060, off 64) 
 "money"(L 499, off 64) (L 1578, off 35) (L 1587, off 6) (L 1630, off 24) 
 "mouth"(L 79, off 39) (L 88, off 45) (L 129, off 4) (L 880, off 4) 
 "nearly"(L 439, off 6) (L 873, off 42) (L 977, off 0) (L 1429, off 4) 
 "need"(L 447, off 52) (L 1193, off 24) (L 1261, off 48) (L 1676, off 16) 
 "night"(L 253, off 48) (L 513, off 42) (L 561, off 46) (L 1376, off 55) 
 "number"(L 875, off 44) (L 1691, off 0) (L 1714, off 15) (L 1739, off 51) 
 "obtain"(L 949, off 19) (L 1458, off 40) (L 1524, off 0) (L 1596, off 42) 
 "online"(L 6, off 61) (L 1444, off 57) (L 1512, off 11) (L 1740, off 23) 
 "opened"(L 88, off 34) (L 442, off 33) (L 727, off 62) (L 1153, off 49) 
 "opening"(L 565, off 52) (L 575, off 19) (L 614, off 34) (L 1390, off 28) 
 "others"(L 177, off 63) (L 572, off 31) (L 1058, off 64) (L 1487, off 33) 
 "outline"(L 874, off 14) (L 894, off 39) (L 902, off 46) (L 941, off 51) 
 "outside"(L 218, off 36) (L 1491, off 42) (L 1497, off 8) (L 1736, off 0) 
 "owner"(L 1568, off 9) (L 1598, off 37) (L 1616, off 43) (L 1656, off 10) 
 "past"(L 925, off 16) (L 976, off 4) (L 1130, off 63) (L 1194, off 61) 
 "phrase"(L 1442, off 50) (L 1504, off 13) (L 1505, off 0) (L 1521, off 54) 
 "plate"(L 896, off 17) (L 900, off 16) (L 907, off 38) (L 910, off 31) 
 "play"(L 340, off 52) (L 1075, off 40) (L 1076, off 17) (L 1076, off 59) 
 "polygraph"(L 1152, off 2) (L 1163, off 42) (L 1239, off 0) (L 1249, off 4) 
 "posted"(L 1518, off 39) (L 1527, off 64) (L 1532, off 0) (L 1550, off 8) 
 "processes"(L 838, off 43) (L 1078, off 48) (L 1080, off 61) (L 1081, off 40) 
 "providing"(L 1521, off 18) (L 1561, off 56) (L 1636, off 10) (L 1657, off 0) 
 "punk"(L 44, off 38) (L 102, off 63) (L 170, off 46) (L 452, off 53) 
 "quality"(L 318, off 0) (L 581, off 0) (L 616, off 2) (L 1067, off 62) 
 "questions"(L 100, off 34) (L 366, off 35) (L 486, off 7) (L 688, off 12) 
 "reached"(L 155, off 57) (L 945, off 34) (L 1079, off 12) (L 1322, off 48) 
 "requirements"(L 1523, off 16) (L 1722, off 19) (L 1724, off 11) (L 1730, off 30) 
 "research"(L 48, off 19) (L 495, off 23) (L 1430, off 17) (L 1604, off 33) 
 "retorted"(L 167, off 49) (L 767, off 14) (L 886, off 29) (L 1006, off 23) 
 "return"(L 1138, off 9) (L 1454, off 54) (L 1581, off 43) (L 1632, off 49) 
 "screen"(L 58, off 38) (L 441, off 36) (L 850, off 51) (L 1396, off 39) 
 "site"(L 1550, off 56) (L 1700, off 62) (L 1757, off 29) (L 1760, off 9) 
 "snapped"(L 336, off 55) (L 752, off 36) (L 896, off 25) (L 991, off 42) 
 "states"(L 1646, off 12) (L 1721, off 45) (L 1729, off 54) (L 1731, off 60) 
 "status"(L 1496, off 41) (L 1689, off 44) (L 1718, off 0) (L 1726, off 27) 
 "stepped"(L 467, off 31) (L 574, off 55) (L 1172, off 11) (L 1313, off 17) 
 "subject"(L 1049, off 42) (L 1058, off 20) (L 1060, off 24) (L 1432, off 55) 
 "support"(L 1481, off 14) (L 1675, off 25) (L 1713, off 14) (L 1749, off 10) 
 "therapy"(L 1107, off 13) (L 1115, off 10) (L 1131, off 59) (L 1133, off 56) 
 "things"(L 264, off 25) (L 586, off 8) (L 1465, off 0) (L 1467, off 40) 
 "thinking"(L 145, off 6) (L 666, off 28) (L 1039, off 21) (L 1079, off 31) 
 "times"(L 148, off 9) (L 198, off 36) (L 629, off 54) (L 705, off 37) 
 "touched"(L 167, off 5) (L 898, off 12) (L 1372, off 59) (L 1396, off 5) 
 "true"(L 220, off 7) (L 708, off 11) (L 914, off 24) (L 919, off 20) 
 "type"(L 955, off 31) (L 1127, off 9) (L 1129, off 5) (L 1155, off 52) 
 "unless"(L 961, off 13) (L 1426, off 50) (L 1559, off 0) (L 1753, off 9) 
 "veins"(L 818, off 26) (L 848, off 19) (L 1141, off 0) (L 1242, off 29) 
 "verdict"(L 1322, off 27) (L 1325, off 18) (L 1378, off 37) (L 1380, off 18) 
 "very"(L 125, off 47) (L 125, off 62) (L 1378, off 12) (L 1428, off 35) 
 "vitallium"(L 905, off 23) (L 908, off 15) (L 909, off 9) (L 910, off 41) 
 "waited"(L 89, off 5) (L 461, off 35) (L 591, off 3) (L 1257, off 22) 
 "walk"(L 52, off 63) (L 175, off 65) (L 519, off 0) (L 1306, off 26) 
 "Defense"(L 756, off 58) (L 761, off 15) (L 772, off 0) (L 1143, off 17) (L 1171, off 0) 
 "Emmett"(L 182, off 6) (L 191, off 17) (L 198, off 55) (L 213, off 24) (L 543, off 6) 
 "For"(L 191, off 48) (L 1063, off 0) (L 1393, off 1) (L 1703, off 0) (L 1747, off 27) 
 "Information"(L 1575, off 14) (L 1667, off 11) (L 1684, off 29) (L 1709, off 11) (L 1743, off 19) 
 "October"(L 17, off 14) (L 625, off 0) (L 655, off 0) (L 662, off 52) (L 1216, off 36) 
 "THIS"(L 22, off 13) (L 1405, off 11) (L 1438, off 12) (L 1438, off 46) (L 1623, off 43) 
 "That"(L 253, off 43) (L 450, off 25) (L 517, off 44) (L 712, off 1) (L 1269, off 1) 
 "answered"(L 191, off 29) (L 359, off 21) (L 924, off 32) (L 1227, off 24) (L 1234, off 21) 
 "anyone"(L 3, off 29) (L 1508, off 31) (L 1519, off 61) (L 1656, off 58) (L 1747, off 19) 
 "anything"(L 424, off 24) (L 447, off 57) (L 532, off 16) (L 954, off 17) (L 1427, off 42) 
 "around"(L 79, off 28) (L 198, off 11) (L 902, off 35) (L 1156, off 23) (L 1226, off 42) 
 "audience"(L 360, off 47) (L 849, off 31) (L 856, off 53) (L 1038, off 0) (L 1086, off 43) 
 "being"(L 71, off 29) (L 245, off 16) (L 353, off 32) (L 779, off 46) (L 1284, off 12) 
 "beside"(L 262, off 64) (L 300, off 9) (L 463, off 0) (L 521, off 54) (L 606, off 60) 
 "big"(L 226, off 39) (L 228, off 29) (L 411, off 27) (L 441, off 52) (L 445, off 4) 
 "cameras"(L 298, off 0) (L 342, off 31) (L 873, off 21) (L 1160, off 11) (L 1310, off 43) 
 "chart"(L 873, off 36) (L 888, off 43) (L 893, off 12) (L 941, off 15) (L 968, off 35) 
 "country"(L 8, off 30) (L 68, off 54) (L 1492, off 23) (L 1497, off 0) (L 1513, off 54) 
 "crime"(L 1210, off 27) (L 1282, off 44) (L 1289, off 57) (L 1339, off 43) (L 1362, off 19) 
 "desk"(L 145, off 0) (L 205, off 31) (L 399, off 40) (L 714, off 27) (L 797, off 0) 
 "didn't"(L 264, off 46) (L 309, off 61) (L 448, off 27) (L 532, off 5) (L 558, off 5) 
 "distribute"(L 1420, off 42) (L 1539, off 38) (L 1545, off 30) (L 1548, off 6) (L 1594, off 38) 
 "donate"(L 1569, off 12) (L 1727, off 30) (L 1732, off 27) (L 1741, off 0) (L 1741, off 40) 
 "editions"(L 255, off 51) (L 1415, off 8) (L 1415, off 56) (L 1418, off 30) (L 1752, off 0) 
 "entity"(L 1095, off 23) (L 1383, off 43) (L 1459, off 10) (L 1633, off 45) (L 1636, off 3) 
 "few"(L 61, off 63) (L 395, off 63) (L 993, off 66) (L 1183, off 48) (L 1464, off 62) 
 "free"(L 1440, off 61) (L 1469, off 28) (L 1482, off 0) (L 1591, off 56) (L 1669, off 44) 
 "get"(L 159, off 9) (L 177, off 4) (L 230, off 33) (L 430, off 15) (L 460, off 36) 
 "good"(L 145, off 52) (L 206, off 39) (L 449, off 17) (L 473, off 24) (L 961, off 52) 
 "hand"(L 441, off 56) (L 444, off 59) (L 821, off 23) (L 1157, off 54) (L 1371, off 60) 
 "help"(L 448, off 56) (L 452, off 31) (L 1469, off 14) (L 1682, off 58) (L 1762, off 27) 
 "here"(L 148, off 26) (L 430, off 35) (L 503, off 15) (L 600, off 13) (L 717, off 8) 
 "identification"(L 710, off 0) (L 765, off 42) (L 773, off 40) (L 789, off 10) (L 1690, off 53) 
 "individual"(L 839, off 32) (L 1474, off 57) (L 1476, off 14) (L 1516, off 13) (L 1527, off 13) 
 "information"(L 151, off 0) (L 1683, off 36) (L 1700, off 13) (L 1703, off 23) (L 1760, off 23) 
 "jaw"(L 201, off 63) (L 879, off 64) (L 905, off 33) (L 1004, off 13) (L 1186, off 57) 
 "juror"(L 53, off 30) (L 78, off 16) (L 97, off 60) (L 106, off 34) (L 482, off 35) 
 "medium"(L 1582, off 46) (L 1607, off 26) (L 1611, off 6) (L 1632, off 32) (L 1632, off 60) 
 "much"(L 157, off 32) (L 291, off 0) (L 1222, off 14) (L 1222, off 29) (L 1397, off 19) (L 1723, off 21) 
 "produced"(L 46, off 47) (L 839, off 54) (L 1065, off 0) (L 1283, off 42) (L 1747, off 47) 
 "protected"(L 1418, off 43) (L 1432, off 4) (L 1517, off 23) (L 1605, off 10) (L 1752, off 44) 
 "read"(L 255, off 19) (L 1163, off 11) (L 1222, off 6) (L 1451, off 44) (L 1612, off 10) 
 "replacement"(L 160, off 17) (L 1298, off 43) (L 1587, off 33) (L 1634, off 47) (L 1641, off 39) 
 "science"(L 155, off 39) (L 487, off 30) (L 598, off 3) (L 1352, off 0) (L 1359, off 57) 
 "seemed"(L 488, off 59) (L 1149, off 27) (L 1193, off 5) (L 1194, off 23) (L 1336, off 65) 
 "show"(L 650, off 34) (L 763, off 50) (L 846, off 0) (L 860, off 13) (L 1116, off 59) 
 "showed"(L 202, off 0) (L 261, off 40) (L 458, off 0) (L 842, off 46) (L 874, off 3) 
 "slowly"(L 53, off 0) (L 558, off 35) (L 600, off 53) (L 1019, off 12) (L 1265, off 51) 
 "small"(L 348, off 64) (L 445, off 19) (L 875, off 5) (L 1716, off 54) (L 1736, off 53) 
 "smile"(L 109, off 65) (L 138, off 9) (L 266, off 38) (L 602, off 32) (L 1253, off 39) 
 "smiled"(L 99, off 27) (L 109, off 31) (L 621, off 44) (L 759, off 5) (L 982, off 37) 
 "something"(L 61, off 12) (L 207, off 59) (L 386, off 37) (L 461, off 58) (L 1121, off 44) 
 "spirit"(L 587, off 15) (L 1052, off 42) (L 1112, off 38) (L 1326, off 41) (L 1357, off 65) 
 "stared"(L 443, off 14) (L 532, off 29) (L 607, off 14) (L 678, off 16) (L 1265, off 13) 
 "started"(L 79, off 46) (L 189, off 12) (L 451, off 32) (L 502, off 21) (L 894, off 24) 
 "state"(L 1491, off 14) (L 1649, off 24) (L 1651, off 39) (L 1689, off 0) (L 1727, off 0) 
 "taken"(L 101, off 29) (L 291, off 50) (L 296, off 39) (L 481, off 21) (L 1185, off 19) 
 "until"(L 107, off 0) (L 230, off 25) (L 439, off 0) (L 518, off 13) (L 1361, off 6) 
 "volunteers"(L 1603, off 25) (L 1658, off 40) (L 1672, off 45) (L 1675, off 44) (L 1697, off 0) 
 "within"(L 1053, off 51) (L 1571, off 2) (L 1579, off 32) (L 1588, off 52) (L 1629, off 31) 
 "yet"(L 157, off 10) (L 317, off 27) (L 608, off 13) (L 859, off 13) (L 1083, off 43) 
 "From"(L 124, off 0) (L 344, off 0) (L 503, off 36) (L 714, off 0) (L 955, off 21) (L 1065, off 66) 
 "Honor"(L 688, off 28) (L 744, off 17) (L 767, off 6) (L 961, off 6) (L 1143, off 6) (L 1169, off 17) 
 "It's"(L 135, off 33) (L 213, off 1) (L 213, off 32) (L 242, off 1) (L 752, off 1) (L 975, off 45) 
 "Johnno"(L 396, off 37) (L 401, off 8) (L 405, off 31) (L 409, off 0) (L 422, off 33) (L 434, off 52) 
 "YOU"(L 1438, off 24) (L 1620, off 6) (L 1620, off 21) (L 1622, off 29) (L 1624, off 10) (L 1625, off 27) 
 "began"(L 583, off 19) (L 652, off 13) (L 708, off 23) (L 1030, off 28) (L 1116, off 50) (L 1377, off 0) 
 "black"(L 56, off 50) (L 68, off 8) (L 127, off 24) (L 521, off 17) (L 875, off 11) (L 1191, off 41) 
 "cannot"(L 764, off 8) (L 772, off 37) (L 1612, off 0) (L 1712, off 38) (L 1729, off 9) (L 1734, off 56) 
 "certain"(L 118, off 34) (L 359, off 54) (L 808, off 58) (L 890, off 19) (L 1646, off 47) (L 1647, off 45) 
 "check"(L 8, off 8) (L 162, off 58) (L 1337, off 42) (L 1492, off 0) (L 1513, off 32) (L 1738, off 7) 
 "comply"(L 1443, off 26) (L 1485, off 0) (L 1522, off 62) (L 1529, off 5) (L 1559, off 11) (L 1591, off 6) 
 "criminal"(L 484, off 22) (L 706, off 16) (L 765, off 33) (L 773, off 31) (L 789, off 30) (L 1280, off 31) 
 "distribution"(L 1441, off 0) (L 1528, off 58) (L 1592, off 2) (L 1659, off 26) (L 1662, off 50) (L 1669, off 49) 
 "eBook"(L 3, off 5) (L 6, off 52) (L 1428, off 0) (L 1428, off 63) (L 1508, off 7) (L 1512, off 2) 
 "even"(L 373, off 53) (L 440, off 39) (L 446, off 11) (L 529, off 48) (L 1059, off 3) (L 1466, off 0) 
 "fees"(L 167, off 39) (L 247, off 20) (L 1520, off 37) (L 1620, off 0) (L 1661, off 16) (L 1723, off 45) 
 "fingerprints"(L 705, off 0) (L 709, off 5) (L 725, off 0) (L 732, off 39) (L 733, off 0) (L 756, off 21) 
 "front"(L 65, off 15) (L 297, off 52) (L 399, off 24) (L 533, off 0) (L 666, off 0) (L 1153, off 60) 
 "given"(L 385, off 23) (L 411, off 12) (L 934, off 8) (L 991, off 61) (L 1127, off 41) (L 1430, off 64) 
 "great"(L 508, off 0) (L 559, off 40) (L 575, off 66) (L 794, off 24) (L 1125, off 5) (L 1352, off 53) 
 "guilty"(L 169, off 16) (L 170, off 61) (L 1318, off 47) (L 1322, off 38) (L 1325, off 33) (L 1363, off 0) 
 "hair"(L 67, off 60) (L 127, off 37) (L 127, off 50) (L 211, off 6) (L 578, off 12) (L 1191, off 47) 
 "hands"(L 65, off 48) (L 578, off 64) (L 1141, off 25) (L 1193, off 52) (L 1241, off 11) (L 1265, off 40) 
 "jurors"(L 479, off 22) (L 580, off 31) (L 601, off 0) (L 727, off 4) (L 851, off 20) (L 1349, off 14) 
 "knew"(L 261, off 7) (L 290, off 27) (L 366, off 51) (L 499, off 10) (L 1184, off 44) (L 1233, off 5) 
 "legal"(L 471, off 43) (L 778, off 20) (L 961, off 31) (L 1278, off 59) (L 1619, off 60) (L 1661, off 10) 
 "line"(L 1164, off 10) (L 1164, off 52) (L 1172, off 37) (L 1280, off 23) (L 1296, off 65) (L 1303, off 29) 
 "lips"(L 129, off 14) (L 201, off 32) (L 602, off 50) (L 1193, off 0) (L 1243, off 14) (L 1253, off 11) 
 "make"(L 761, off 62) (L 1069, off 29) (L 1292, off 57) (L 1650, off 34) (L 1734, off 63) (L 1761, off 17) 
 "medical"(L 155, off 31) (L 570, off 27) (L 840, off 0) (L 884, off 0) (L 934, off 22) (L 1127, off 17) 
 "name"(L 819, off 0) (L 890, off 57) (L 903, off 43) (L 1144, off 31) (L 1197, off 23) (L 1484, off 21) 
 "never"(L 247, off 3) (L 316, off 33) (L 1058, off 35) (L 1272, off 55) (L 1286, off 62) (L 1333, off 27) 
 "off"(L 93, off 28) (L 282, off 3) (L 284, off 30) (L 540, off 55) (L 1088, off 12) (L 1192, off 41) 
 "once"(L 68, off 0) (L 473, off 61) (L 650, off 9) (L 690, off 59) (L 968, off 41) (L 1102, off 16) 
 "replied"(L 121, off 24) (L 627, off 14) (L 736, off 0) (L 759, off 17) (L 937, off 17) (L 984, off 47) 
 "say"(L 290, off 62) (L 532, off 12) (L 533, off 30) (L 654, off 5) (L 1052, off 61) (L 1393, off 35) 
 "self"(L 1056, off 10) (L 1057, off 52) (L 1059, off 50) (L 1060, off 16) (L 1260, off 8) (L 1260, off 61) 
 "take"(L 443, off 52) (L 618, off 3) (L 648, off 17) (L 724, off 41) (L 1328, off 20) (L 1385, off 8) 
 "tax"(L 1572, off 45) (L 1689, off 33) (L 1690, off 49) (L 1692, off 23) (L 1717, off 57) (L 1735, off 26) 
 "testimony"(L 483, off 41) (L 767, off 49) (L 1235, off 17) (L 1283, off 28) (L 1355, off 13) (L 1386, off 0) 
 "tried"(L 270, off 7) (L 299, off 17) (L 353, off 38) (L 1087, off 14) (L 1230, off 26) (L 1362, off 41) 
 "understand"(L 572, off 57) (L 945, off 8) (L 1075, off 58) (L 1076, off 44) (L 1086, off 24) (L 1451, off 50) 
 "upon"(L 826, off 47) (L 1008, off 42) (L 1009, off 0) (L 1129, off 26) (L 1553, off 20) (L 1712, off 29) 
 "using"(L 8, off 67) (L 1441, off 37) (L 1450, off 19) (L 1454, off 44) (L 1514, off 21) (L 1566, off 51) 
 "walked"(L 112, off 3) (L 121, off 39) (L 201, off 0) (L 462, off 59) (L 606, off 36) (L 1019, off 5) 
 "witnesses"(L 175, off 42) (L 494, off 46) (L 616, off 58) (L 694, off 36) (L 828, off 25) (L 1184, off 31) 
 "woman"(L 266, off 0) (L 328, off 46) (L 627, off 54) (L 646, off 0) (L 665, off 10) (L 678, off 10) 
 "world"(L 4, off 24) (L 394, off 66) (L 1047, off 38) (L 1251, off 40) (L 1300, off 59) (L 1509, off 26) 
 "young"(L 125, off 52) (L 627, off 48) (L 645, off 64) (L 665, off 4) (L 678, off 4) (L 863, off 36) 
 "I've"(L 175, off 29) (L 176, off 43) (L 198, off 1) (L 242, off 28) (L 411, off 7) (L 416, off 24) (L 1222, off 1) 
 "Section"(L 1447, off 0) (L 1575, off 2) (L 1599, off 50) (L 1667, off 0) (L 1684, off 18) (L 1709, off 0) (L 1743, off 0) 
 "There"(L 615, off 58) (L 738, off 1) (L 879, off 33) (L 1053, off 42) (L 1351, off 1) (L 1464, off 50) (L 1467, off 21) 
 "agree"(L 1443, off 17) (L 1451, off 62) (L 1453, off 47) (L 1457, off 52) (L 1464, off 0) (L 1580, off 11) (L 1655, off 23) 
 "also"(L 785, off 18) (L 818, off 55) (L 919, off 15) (L 1052, off 35) (L 1057, off 60) (L 1489, off 59) (L 1638, off 19) 
 "bone"(L 69, off 52) (L 122, off 11) (L 905, off 37) (L 909, off 0) (L 909, off 39) (L 909, off 50) (L 909, off 62) 
 "both"(L 65, off 43) (L 126, off 24) (L 477, off 34) (L 792, off 62) (L 1190, off 63) (L 1529, off 17) (L 1597, off 5) 
 "called"(L 277, off 10) (L 396, off 26) (L 705, off 48) (L 763, off 16) (L 878, off 38) (L 1046, off 48) (L 1124, off 14) 
 "chair"(L 263, off 11) (L 399, off 15) (L 572, off 0) (L 1183, off 18) (L 1189, off 51) (L 1270, off 38) (L 1373, off 25) 
 "charge"(L 719, off 9) (L 1426, off 27) (L 1427, off 35) (L 1487, off 21) (L 1557, off 14) (L 1561, off 15) (L 1594, off 22) 
 "come"(L 149, off 13) (L 416, off 34) (L 477, off 14) (L 955, off 54) (L 1085, off 8) (L 1389, off 50) (L 1678, off 43) 
 "copies"(L 1427, off 55) (L 1455, off 12) (L 1548, off 17) (L 1561, off 43) (L 1582, off 2) (L 1583, off 37) (L 1657, off 10) 
 "days"(L 162, off 0) (L 1033, off 0) (L 1171, off 59) (L 1571, off 12) (L 1579, off 42) (L 1588, off 62) (L 1629, off 41) 
 "defense"(L 508, off 44) (L 568, off 39) (L 594, off 5) (L 642, off 24) (L 703, off 20) (L 781, off 9) (L 1293, off 7) 
 "distributing"(L 1423, off 38) (L 1441, off 46) (L 1478, off 43) (L 1494, off 0) (L 1558, off 23) (L 1562, off 13) (L 1617, off 44) 
 "doctor"(L 886, off 22) (L 903, off 33) (L 912, off 63) (L 961, off 57) (L 966, off 51) (L 975, off 20) (L 982, off 4) 
 "don't"(L 135, off 52) (L 159, off 3) (L 171, off 15) (L 186, off 18) (L 284, off 7) (L 316, off 3) (L 545, off 3) 
 "down"(L 300, off 4) (L 473, off 7) (L 912, off 9) (L 1140, off 54) (L 1265, off 20) (L 1329, off 0) (L 1353, off 17) 
 "eBooks"(L 1426, off 42) (L 1431, off 64) (L 1748, off 33) (L 1751, off 21) (L 1754, off 17) (L 1762, off 48) (L 1763, off 52) 
 "gold"(L 66, off 4) (L 262, off 40) (L 300, off 61) (L 348, off 32) (L 510, off 53) (L 579, off 9) (L 1372, off 22) 
 "including"(L 1546, off 59) (L 1619, off 50) (L 1661, off 0) (L 1671, off 10) (L 1716, off 19) (L 1740, off 5) (L 1761, off 0) 
 "just"(L 148, off 31) (L 160, off 64) (L 260, off 23) (L 277, off 17) (L 939, off 43) (L 1222, off 58) (L 1320, off 33) 
 "lines"(L 79, off 22) (L 1158, off 42) (L 1163, off 22) (L 1165, off 57) (L 1205, off 44) (L 1238, off 51) (L 1249, off 14) 
 "located"(L 7, off 35) (L 8, off 52) (L 1477, off 26) (L 1489, off 51) (L 1512, off 55) (L 1514, off 6) (L 1698, off 34) 
 "many"(L 148, off 4) (L 304, off 12) (L 705, off 32) (L 1087, off 0) (L 1300, off 39) (L 1316, off 54) (L 1723, off 40) 
 "means"(L 191, off 4) (L 588, off 50) (L 850, off 20) (L 1102, off 23) (L 1419, off 4) (L 1552, off 31) (L 1552, off 63) 
 "moved"(L 57, off 64) (L 575, off 39) (L 577, off 18) (L 616, off 45) (L 902, off 29) (L 1042, off 46) (L 1226, off 36) 
 "next"(L 635, off 34) (L 781, off 4) (L 845, off 44) (L 871, off 55) (L 1032, off 56) (L 1071, off 4) (L 1227, off 37) 
 "nodded"(L 97, off 31) (L 196, off 5) (L 645, off 5) (L 659, off 5) (L 666, off 64) (L 937, off 5) (L 1024, off 46) 
 "paused"(L 272, off 3) (L 519, off 59) (L 575, off 51) (L 577, off 28) (L 600, off 23) (L 1347, off 5) (L 1381, off 40) 
 "paying"(L 307, off 15) (L 314, off 18) (L 323, off 20) (L 420, off 7) (L 1041, off 22) (L 1421, off 38) (L 1520, off 26) 
 "permission"(L 1421, off 15) (L 1427, off 9) (L 1518, off 51) (L 1524, off 7) (L 1528, off 9) (L 1532, off 16) (L 1596, off 49) 
 "place"(L 294, off 19) (L 570, off 17) (L 1051, off 8) (L 1061, off 0) (L 1065, off 53) (L 1341, off 51) (L 1489, off 31) 
 "please"(L 724, off 34) (L 750, off 10) (L 799, off 25) (L 891, off 0) (L 979, off 30) (L 1197, off 29) (L 1741, off 8) 
 "prove"(L 452, off 40) (L 569, off 3) (L 597, off 16) (L 602, off 65) (L 772, off 13) (L 828, off 38) (L 847, off 55) 
 "provide"(L 1547, off 55) (L 1552, off 13) (L 1578, off 6) (L 1586, off 6) (L 1634, off 37) (L 1675, off 36) (L 1679, off 53) 
 "record"(L 376, off 36) (L 385, off 47) (L 722, off 9) (L 752, off 18) (L 762, off 60) (L 769, off 0) (L 1386, off 41) 
 "should"(L 449, off 29) (L 692, off 34) (L 961, off 64) (L 1318, off 21) (L 1393, off 17) (L 1407, off 16) (L 1573, off 11) 
 "silence"(L 200, off 38) (L 579, off 58) (L 605, off 27) (L 611, off 4) (L 830, off 28) (L 1140, off 21) (L 1310, off 4) 
 "sure"(L 130, off 41) (L 682, off 26) (L 939, off 6) (L 951, off 17) (L 1203, off 18) (L 1222, off 53) (L 1318, off 60) 
 "taking"(L 161, off 22) (L 180, off 4) (L 494, off 57) (L 836, off 40) (L 859, off 37) (L 1177, off 12) (L 1302, off 0) 
 "well"(L 175, off 23) (L 755, off 38) (L 778, off 10) (L 792, off 24) (L 1311, off 0) (L 1316, off 40) (L 1381, off 12) 
 "Corfino's"(L 169, off 6) (L 290, off 0) (L 717, off 54) (L 890, off 32) (L 914, off 44) (L 944, off 61) (L 955, off 5) (L 1189, off 5) 
 "Court"(L 470, off 45) (L 583, off 51) (L 750, off 32) (L 778, off 59) (L 939, off 16) (L 962, off 22) (L 1171, off 49) (L 1179, off 45) 
 "Then"(L 205, off 0) (L 346, off 1) (L 540, off 1) (L 556, off 1) (L 605, off 36) (L 685, off 23) (L 888, off 1) (L 1011, off 1) 
 "They"(L 144, off 24) (L 366, off 46) (L 966, off 1) (L 1033, off 6) (L 1034, off 13) (L 1036, off 39) (L 1241, off 59) (L 1430, off 27) 
 "Why"(L 100, off 45) (L 161, off 51) (L 179, off 61) (L 224, off 1) (L 500, off 13) (L 507, off 22) (L 543, off 1) (L 1138, off 1) 
 "across"(L 58, off 16) (L 110, off 37) (L 138, off 29) (L 144, off 58) (L 272, off 18) (L 520, off 64) (L 1328, off 38) (L 1369, off 20) 
 "associated"(L 1408, off 13) (L 1442, off 19) (L 1463, off 11) (L 1484, off 26) (L 1505, off 30) (L 1522, off 11) (L 1537, off 23) (L 1658, off 51) 
 "away"(L 5, off 38) (L 101, off 58) (L 180, off 14) (L 336, off 23) (L 451, off 9) (L 606, off 27) (L 1306, off 40) (L 1510, off 52) 
 "bank"(L 104, off 29) (L 176, off 9) (L 232, off 14) (L 336, off 37) (L 624, off 37) (L 654, off 41) (L 662, off 24) (L 1218, off 14) 
 "between"(L 170, off 24) (L 201, off 7) (L 294, off 44) (L 387, off 30) (L 732, off 25) (L 843, off 11) (L 1262, off 36) (L 1357, off 53) 
 "brought"(L 143, off 22) (L 304, off 0) (L 999, off 0) (L 1012, off 56) (L 1040, off 0) (L 1119, off 37) (L 1343, off 30) (L 1355, off 23) 
 "first"(L 73, off 48) (L 255, off 45) (L 304, off 44) (L 416, off 13) (L 703, off 14) (L 1046, off 0) (L 1295, off 38) (L 1353, off 50) 
 "forth"(L 1422, off 30) (L 1459, off 49) (L 1525, off 17) (L 1541, off 40) (L 1596, off 8) (L 1599, off 41) (L 1641, off 65) (L 1648, off 45) 
 "got"(L 175, off 34) (L 176, off 48) (L 206, off 61) (L 279, off 11) (L 316, off 39) (L 333, off 55) (L 527, off 5) (L 1230, off 55) 
