 "'AS-IS'" 1 
 "--Accident" 1 (L 9294, off 6) 
 "Lock" 1 (L 6625, off 48) 
 "London" 1 (L 9256, off 21) 
 "Lone" 1 (L 9189, off 18) 
 "Looked" 1 (L 4091, off 29) 
 "Looking" 1 (L 6847, off 25) 
 "Lose" 1 (L 3564, off 14) 
 "Lost" 1 (L 9308, off 12) 
 "Lot" 1 (L 392, off 1) 
 "Lowe--and" 1 (L 8021, off 43) 
 "Lumberman" 1 (L 9486, off 17) 
 "Lunch" 1 (L 1871, off 1) 
 "Lure" 1 (L 9182, off 12) 
 "MAKES" 1 (L 2174, off 27) 
 "MEN" 1 (L 42, off 16) 
 "MERCHANTABILITY" 1 (L 9846, off 25) 
 "MERRY" 1 (L 4780, off 22) 
 "MYSTERY" 1 (L 7605, off 17) 
 "Made" 1 (L 2228, off 54) 
 "Madman" 1 (L 9341, off 14) 
 "Magician" 1 (L 9185, off 20) 
 "Magnetism" 1 (L 114, off 24) 
 "Mail" 1 (L 9018, off 22) 
 "Mantel" 1 (L 9083, off 33) 
 "Marble" 1 (L 9083, off 26) 
 "Mark" 1 (L 9460, off 33) 
 "Marked" 1 (L 9276, off 12) 
 "Marquis" 1 (L 9012, off 20) 
 "Marriage" 1 (L 91, off 25) 
 "Martin" 1 (L 5039, off 14) 
 "Marvel" 1 (L 9563, off 15) 
 "Mason" 1 (L 9460, off 38) 
 "Masterly" 1 (L 9340, off 10) 
 "Mastery" 1 (L 119, off 24) 
 "Mate" 1 (L 104, off 29) 
 "May" 1 (L 7496, off 36) 
 "Merriwel-l-l" 1 (L 956, off 11) 
 "Merriwell----Wow" 1 (L 4806, off 29) 
 "Merriwell--one" 1 (L 8869, off 0) 
 "Merriwells----" 1 
 "Mess" 1 (L 9005, off 18) 
 "Michael" 1 (L 9950, off 10) 
 "Middle" 1 (L 8964, off 11) 
 "Middy" 1 (L 9543, off 18) 
 "Might" 1 (L 1214, off 1) 
 "Mighty" 1 (L 4998, off 22) 
 "Mile" 1 (L 5179, off 0) 
 "Millionaire" 1 (L 9024, off 9) 
 "Mindful" 1 (L 2914, off 0) 
 "Mine" 1 (L 9034, off 19) 
 "Mirrors" 1 (L 9323, off 20) 
 "Mississippi" 1 (L 9894, off 9) 
 "Mistuh" 1 (L 4824, off 56) 
 "Mixed-up" 1 (L 9005, off 9) 
 "Money-order" 1 (L 9006, off 17) 
 "Moreover" 1 (L 5124, off 6) 
 "Morning" 1 (L 5039, off 1) 
 "Mornings" 1 (L 4601, off 1) 
 "Morpheus" 1 (L 8642, off 50) 
 "Motive" 1 (L 9193, off 26) 
 "Mummy" 1 (L 9350, off 20) 
 "Murphy" 1 (L 8644, off 5) 
 "Mutes" 1 (L 9289, off 22) 
 "Muttering" 1 (L 3067, off 24) 
 "Mystic" 1 (L 9187, off 12) 
 "NEGLIGENCE" 1 (L 9822, off 46) 
 "NEVER" 1 (L 9365, off 11) 
 "NICHOLAS" 1 (L 8940, off 7) 
 "NICK" 1 (L 8934, off 0) 
 "NIGHT" 1 (L 3929, off 16) 
 "NINE" 1 (L 5946, off 29) 
 "NINTH" 1 (L 5714, off 24) 
 "NOTICE" 1 (L 9827, off 36) 
 "NOW" 1 (L 9470, off 0) 
 "Nary" 1 (L 4276, off 1) 
 "Nation" 1 (L 9304, off 10) 
 "Nearly" 1 (L 9676, off 42) 
 "Necklace" 1 (L 8994, off 17) 
 "Needles" 1 (L 9033, off 19) 
 "Needy" 1 (L 9013, off 11) 
 "Nefer" 1 (L 8466, off 1) 
 "Neighbor" 1 (L 9080, off 31) 
 "Neither" 1 (L 6816, off 1) 
 "Net" 1 (L 9222, off 27) 
 "Network" 1 (L 9031, off 9) 
 "Nevertheless" 1 (L 7235, off 16) 
 "Newby" 1 (L 9910, off 19) 
 "News" 1 (L 7621, off 54) 
 "Nice" 1 (L 1118, off 61) 
 "Nomads" 1 (L 67, off 25) 
 "Nor" 1 (L 7522, off 47) 
 "Northwest" 1 (L 9489, off 25) 
 "OLD" 1 (L 9365, off 22) 
 "OLIVER" 1 (L 9501, off 3) 
 "OPENED" 1 (L 2420, off 24) 
 "OPTIC" 1 (L 9501, off 10) 
 "OTHER" 1 (L 9845, off 0) 
 "OVER" 1 (L 228, off 43) 
 "OWEN" 1 (L 1792, off 2) 
 "OWN" 1 (L 3167, off 28) 
 "OWNER" 1 (L 9825, off 10) 
 "Oath" 1 (L 9241, off 18) 
 "Obtaining" 1 (L 4006, off 13) 
 "Often" 1 (L 7748, off 1) 
 "Oh--one" 1 (L 8741, off 0) 
 "Oliver" 1 (L 9387, off 0) 
 "Olympics" 1 (L 178, off 29) 
 "Open" 1 (L 1252, off 1) 
 "Opium" 1 (L 8985, off 17) 
 "Optic" 1 (L 9387, off 7) 
 "Ordeal" 1 (L 203, off 31) 
 "Orders" 1 (L 9010, off 14) 
 "Ouch" 1 (L 5362, off 53) 
 "Outlaw" 1 (L 9410, off 16) 
 "Owing" 1 (L 3289, off 55) 
 "Owner" 1 (L 6085, off 19) 
 "PARAGRAPH" 1 (L 9824, off 12) 
 "PGLAF" 1 (L 9675, off 15) 
 "PLATE" 1 (L 228, off 52) 
 "PLEASE" 1 (L 9640, off 0) 
 "PLOTTER" 1 (L 3714, off 20) 
 "POSSIBILITY" 1 (L 9827, off 50) 
 "PROVIDED" 1 (L 9824, off 0) 
 "PUBLISHERS" 1 (L 239, off 2) 
 "PUNITIVE" 1 (L 9826, off 59) 
 "PURPOSE" 1 (L 9846, off 60) 
 "Pall" 1 (L 8966, off 19) 
 "Panama" 1 (L 172, off 25) 
 "Panel" 1 (L 9151, off 19) 
 "Pass" 1 (L 2566, off 36) 
 "Password" 1 (L 9036, off 21) 
 "Past" 1 (L 9293, off 25) 
 "Patten" 1 (L 9594, off 60) 
 "Pawned" 1 (L 9009, off 13) 
 "Pay" 1 (L 9054, off 18) 
 "Pearl" 1 (L 9493, off 17) 
 "Pearls" 1 (L 9027, off 20) 
 "Peck" 1 (L 202, off 31) 
 "Penny" 1 (L 9213, off 22) 
 "Perception" 1 (L 164, off 24) 
 "Persistence" 1 (L 79, off 24) 
 "Personal" 1 (L 9088, off 19) 
 "Personally" 1 (L 6922, off 41) 
 "Peru" 1 (L 148, off 26) 
 "Phantom" 1 (L 143, off 26) 
 "Phil-l-ladel-l-lphia" 1 (L 2307, off 22) 
 "Pho" 1 (L 5983, off 1) 
 "Phone" 1 (L 9325, off 22) 
 "Photographs" 1 (L 9155, off 21) 
 "Piano" 1 (L 9022, off 11) 
 "Picking" 1 (L 7135, off 43) 
 "Pilot" 1 (L 9507, off 17) 
 "Pin" 1 (L 9156, off 17) 
 "Pine" 1 (L 9407, off 33) 
 "Pipe" 1 (L 2547, off 17) 
 "Pirate" 1 (L 9290, off 25) 
 "Pistols" 1 (L 9082, off 27) 
 "Pl-l-laying" 1 (L 715, off 1) 
 "Placed" 1 (L 2344, off 7) 
 "Placer" 1 (L 157, off 24) 
 "Plague" 1 (L 8980, off 15) 
 "Plate" 1 (L 11, off 25) 
 "Played" 1 (L 9196, off 20) 
 "Players" 1 (L 177, off 31) 
 "Plaything" 1 (L 9226, off 10) 
 "Please" 1 (L 9943, off 0) 
 "Pleasure" 1 (L 4775, off 1) 
 "Plots" 1 (L 9123, off 18) 
 "Plunge" 1 (L 9279, off 10) 
 "Plus" 1 (L 9038, off 11) 
 "Policy" 1 (L 9105, off 20) 
 "Polo" 1 (L 98, off 24) 
 "Poorhouse" 1 (L 9405, off 15) 
 "Powell" 1 (L 2445, off 33) 
 "Practical" 1 (L 325, off 1) 
 "Pranks" 1 (L 86, off 24) 
 "Prescription" 1 (L 9108, off 18) 
 "Presently" 1 (L 6521, off 0) 
 "Pressing" 1 (L 9025, off 9) 
 "Pride" 1 (L 87, off 25) 
 "Printed" 1 (L 251, off 2) 
 "Prison" 1 (L 9184, off 15) 
 "Prisoners" 1 (L 9514, off 11) 
 "Probation" 1 (L 9459, off 24) 
 "Proof" 1 (L 8991, off 21) 
 "Prosper" 1 (L 9278, off 24) 
 "Prot" 1 
 "Proud" 1 (L 9540, off 16) 
 "Public" 1 (L 2021, off 16) 
 "Published" 1 (L 9371, off 23) 
 "Pullman" 1 (L 6438, off 21) 
 "Punctuation" 1 (L 9596, off 0) 
 "Purpose" 1 (L 9564, off 20) 
 "Purty" 1 (L 4636, off 1) 
 "Putting" 1 (L 7458, off 1) 
 "QUICK" 1 (L 5482, off 14) 
 "Quarter" 1 (L 8995, off 30) 
 "Queen" 1 (L 9157, off 12) 
 "Queer" 1 (L 2521, off 1) 
 "Quick" 1 (L 9237, off 24) 
 "Quickly" 1 (L 3784, off 0) 
 "Quiet" 1 (L 2870, off 1) 
 "REFUND" 1 (L 9830, off 39) 
 "REMEDIES" 1 (L 9822, off 33) 
 "REPLACEMENT" 1 (L 9830, off 24) 
 "REVENGE" 1 (L 952, off 29) 
 "RIGHT" 1 (L 9830, off 15) 
 "Rah" 1 (L 7830, off 58) 
 "Railroad" 1 (L 9261, off 21) 
 "Rajah" 1 (L 9305, off 12) 
 "Rampant" 1 (L 8981, off 18) 
 "Ranchman" 1 (L 9485, off 17) 
 "Rand" 1 (L 9406, off 14) 
 "Ranks" 1 (L 9440, off 21) 
 "Recalling" 1 (L 587, off 7) 
 "Record" 1 (L 9128, off 26) 
 "Redistributing" 1 (L 9649, off 36) 
 "Redistribution" 1 (L 9634, off 37) 
 "Reds" 1 (L 9312, off 24) 
 "Refund" 1 (L 9817, off 18) 
 "Refuse" 1 (L 6414, off 42) 
 "Regret" 1 (L 113, off 24) 
 "Release" 1 (L 15, off 0) 
 "Reliance" 1 (L 169, off 24) 
 "Reminded" 1 (L 1890, off 11) 
 "Renewed" 1 (L 5655, off 0) 
 "Repentant" 1 (L 212, off 31) 
 "Replacement" 1 (L 9817, off 3) 
 "Reputation" 1 (L 137, off 24) 
 "Resource" 1 (L 95, off 24) 
 "Retainer" 1 (L 9065, off 22) 
 "Return" 1 (L 94, off 24) 
 "Revenue" 1 (L 9895, off 0) 
 "Richards" 1 (L 9550, off 41) 
 "Rigger-boom" 1 (L 7831, off 6) 
 "Rise" 1 (L 9427, off 15) 
 "Rivals" 1 (L 181, off 31) 
 "Robbery" 1 (L 9018, off 27) 
 "Rockies" 1 (L 85, off 30) 
 "Rogue" 1 (L 9099, off 18) 
 "Room" 1 (L 9323, off 12) 
 "Rope" 1 (L 6675, off 30) 
 "Rough" 1 (L 77, off 25) 
 "Round" 1 (L 8995, off 8) 
 "Round-up" 1 (L 9336, off 22) 
 "Royal" 1 (L 9242, off 10) 
 "Rumors" 1 (L 8986, off 23) 
 "Run" 1 (L 101, off 29) 
 "Ruse" 1 (L 9302, off 19) 
 "SCHOOL" 1 (L 474, off 27) 
 "SEND" 1 (L 9930, off 66) 
 "SENIOR" 1 (L 1972, off 19) 
 "SERIES" 1 (L 8927, off 41) 
 "SOUR" 1 (L 3256, off 14) 
 "STORIES" 1 (L 8934, off 12) 
 "STRAIGHT" 1 (L 228, off 34) 
 "STRATEMEYER" 1 (L 9472, off 10) 
 "STRICT" 1 (L 9822, off 58) 
 "SUCH" 1 (L 9827, off 65) 
 "Sabbath" 1 (L 5282, off 46) 
 "Sacrifice" 1 (L 8136, off 1) 
 "Said" 1 (L 4870, off 19) 
 "Sailor" 1 (L 9542, off 11) 
 "Salesman" 1 (L 9461, off 16) 
 "Satanic" 1 (L 6210, off 22) 
 "Satuhday" 1 (L 6704, off 5) 
 "Saying" 1 (L 6633, off 0) 
 "Scandinavian" 1 (L 249, off 27) 
 "Scheme" 1 (L 9259, off 21) 
 "Schemer" 1 (L 9280, off 18) 
 "Scotland" 1 (L 9076, off 21) 
 "Scrap" 1 (L 9096, off 10) 
 "Screen" 1 (L 9321, off 21) 
 "Sea" 1 (L 9055, off 11) 
 "Sealed" 1 (L 8999, off 11) 
 "Sections" 1 (L 9885, off 0) 
 "Seemed" 1 (L 4262, off 1) 
 "Seeming" 1 (L 7188, off 62) 
 "Seizing" 1 (L 5285, off 55) 
 "Serpent" 1 (L 8968, off 13) 
 "Service" 1 (L 9895, off 8) 
 "Set" 1 (L 2412, off 1) 
 "Sevier" 1 (L 9561, off 25) 
 "Sh-h-h" 1 (L 3472, off 2) 
 "Shadow" 1 (L 9292, off 23) 
 "Shadows" 1 (L 9313, off 20) 
 "Shake" 1 (L 8920, off 53) 
 "Sharper" 1 (L 9160, off 10) 
 "Sherwood" 1 (L 9459, off 13) 
 "Shipwreck" 1 (L 8978, off 11) 
 "Shortly" 1 (L 492, off 0) 
 "Shrieks" 1 (L 3116, off 10) 
 "Shud" 1 (L 7868, off 47) 
 "Shudgement" 1 (L 8472, off 1) 
 "Shuffle" 1 (L 9028, off 18) 
 "Signal" 1 (L 9150, off 16) 
 "Silver" 1 (L 9521, off 19) 
 "Sir" 1 (L 8743, off 11) 
 "Sitting" 1 (L 8662, off 28) 
 "Six" 1 (L 1692, off 64) 
 "Six-cylinder" 1 (L 4745, off 0) 
 "Slide" 1 (L 76, off 29) 
 "Slim-shanks" 1 (L 775, off 41) 
 "Slowly" 1 (L 6873, off 46) 
 "Slugging" 1 (L 1846, off 1) 
 "Sluggville" 1 (L 1361, off 26) 
 "Small" 1 (L 5881, off 0) 
 "Smart" 1 (L 766, off 1) 
 "Smash" 1 (L 3064, off 13) 
 "Snare" 1 (L 9119, off 12) 
 "Soak" 1 (L 2938, off 53) 
 "Somewhat" 1 (L 1020, off 0) 
 "Sounds" 1 (L 1360, off 1) 
 "South" 1 (L 173, off 25) 
 "Southwest" 1 (L 500, off 55) 
 "Sparkle" 1 (L 9290, off 16) 
 "Special" 1 (L 9624, off 11) 
 "Speed" 1 (L 2758, off 1) 
 "Spinner" 1 (L 9079, off 10) 
 "Spitfire" 1 
 "Sport" 1 (L 2607, off 1) 
 "Sprucetown" 1 (L 822, off 31) 
 "Sprung" 1 (L 9177, off 26) 
 "Stake" 1 (L 9271, off 20) 
 "Stanchness" 1 (L 127, off 24) 
 "Stand" 1 (L 129, off 24) 
 "Standing" 1 (L 6166, off 18) 
 "Starry" 1 (L 9530, off 12) 
 "Staying" 1 (L 109, off 24) 
 "Steadying" 1 (L 131, off 25) 
 "Stenographer" 1 (L 9258, off 19) 
 "Step" 1 (L 9214, off 12) 
 "Stole" 1 (L 9069, off 20) 
 "Stone" 1 (L 9475, off 14) 
 "Store" 1 (L 9415, off 10) 
 "Straight" 1 (L 11, off 7) 
 "Straightening" 1 (L 5680, off 34) 
 "Stranger" 1 (L 9200, off 17) 
 "Strategy" 1 (L 72, off 25) 
 "Stratemeyer" 1 (L 9386, off 54) 
 "Streaked" 1 (L 9322, off 12) 
 "Strike" 1 (L 9274, off 10) 
 "Strike--one" 1 (L 7875, off 1) 
 "Studying" 1 (L 2717, off 0) 
 "Submarine" 1 (L 9316, off 10) 
 "Suit" 1 (L 7294, off 1) 
 "Sultan" 1 (L 9027, off 11) 
 "Sundays" 1 (L 4833, off 45) 
 "Sure--even" 1 (L 4426, off 1) 
 "Surely" 1 (L 6186, off 35) 
 "Surveyor" 1 (L 9483, off 16) 
 "Suspicion" 1 (L 9089, off 22) 
 "Swim" 1 (L 9300, off 22) 
 "Swindle" 1 (L 9006, off 29) 
 "THEFT" 1 (L 7366, off 27) 
 "THIRD" 1 (L 5250, off 19) 
 "THOSE" 1 (L 9823, off 59) 
 "THOUSAND" 1 (L 6432, off 16) 
 "THREE" 1 (L 3480, off 12) 
 "TRADEMARK" 1 (L 9825, off 0) 
 "Tact" 1 (L 159, off 25) 
 "Tag" 1 (L 3133, off 39) 
 "Taken" 1 (L 4197, off 0) 
 "Talisman" 1 (L 111, off 25) 
 "Tarr" 1 (L 9513, off 13) 
 "Tearing" 1 (L 7090, off 0) 
 "Telegram" 1 (L 6069, off 1) 
 "Telegraph" 1 (L 9424, off 35) 
 "Telephone" 1 (L 9045, off 19) 
 "Telltale" 1 (L 9155, off 12) 
 "Temple" 1 (L 9284, off 12) 
 "Tenacity" 1 (L 163, off 25) 
 "Terrible" 1 (L 9215, off 12) 
 "Terror" 1 (L 9221, off 23) 
 "Tested" 1 (L 179, off 29) 
 "Texas" 1 (L 3053, off 23) 
 "Text" 1 (L 36, off 0) 
 "That--ah--that" 1 (L 8741, off 27) 
 "Theory" 1 (L 9216, off 22) 
 "Thief" 1 (L 9242, off 16) 
 "Thinkin" 1 (L 4697, off 55) 
 "Thirsty" 1 (L 5467, off 48) 
 "Thirteen" 1 (L 9215, off 21) 
 "Thompson" 1 (L 9032, off 10) 
 "Though" 1 (L 1812, off 35) 
 "Thought" 1 (L 4406, off 1) 
 "Thousand" 1 (L 9148, off 23) 
 "Threads" 1 (L 9171, off 16) 
 "Threat" 1 (L 78, off 24) 
 "Threefold" 1 (L 9075, off 10) 
 "Threshold" 1 (L 9229, off 21) 
 "Throw" 1 (L 5277, off 64) 
 "Thursday" 1 (L 3538, off 16) 
 "Thus" 1 (L 9958, off 48) 
 "Tide" 1 (L 9554, off 20) 
 "Tigers" 1 (L 97, off 25) 
 "Timely" 1 (L 186, off 31) 
 "Tisn" 1 (L 1267, off 2) 
 "Title" 1 (L 10, off 0) 
 "Titled" 1 (L 8993, off 9) 
 "To-day" 1 (L 1676, off 47) 
 "Toils" 1 (L 9066, off 22) 
 "Tom" 1 (L 9482, off 17) 
 "Toss" 1 (L 9213, off 12) 
 "Touching" 1 (L 5867, off 48) 
 "Track" 1 (L 9161, off 15) 
 "Tracy" 1 (L 9425, off 10) 
 "Trademark" 1 (L 9800, off 18) 
 "Train" 1 (L 9054, off 22) 
 "Tramp" 1 (L 9399, off 16) 
 "Treachery" 1 (L 9204, off 21) 
 "Tremble" 1 (L 8969, off 22) 
 "Trials" 1 (L 9460, off 10) 
 "Trick" 1 (L 9340, off 19) 
 "Triumph" 1 (L 73, off 25) 
 "Triumphs" 1 (L 9460, off 21) 
 "Trouble" 1 (L 202, off 39) 
 "Trump" 1 (L 71, off 25) 
 "Trust" 1 (L 9403, off 14) 
 "Trusted" 1 (L 9099, off 10) 
 "Turning" 1 (L 5223, off 45) 
 "Tussle" 1 (L 154, off 24) 
 "Twice" 1 (L 7951, off 7) 
 "Twin" 1 (L 9263, off 12) 
 "Twisting" 1 (L 6723, off 11) 
 "Two-thirty" 1 (L 1667, off 60) 
 "UNDER" 1 (L 9825, off 37) 
 "USE" 1 (L 9640, off 42) 
 "UTF-" 1 (L 19, off 24) 
 "Unable" 1 (L 4181, off 7) 
 "Unaccountable" 1 (L 9209, off 12) 
 "Uncovered" 1 (L 9249, off 15) 
 "Universal" 1 (L 175, off 23) 
 "Unknown" 1 (L 9003, off 23) 
 "Unless" 1 (L 9701, off 5) 
 "Until" 1 (L 7405, off 14) 
 "Updated" 1 (L 9617, off 0) 
 "Upward" 1 (L 9423, off 17) 
 "Using" 1 (L 8001, off 0) 
 "VII" 1 (L 1689, off 8) 
 "VIII" 1 (L 1934, off 8) 
 "VILLAGE" 1 (L 1195, off 15) 
 "Vampire" 1 (L 9356, off 12) 
 "Van" 1 (L 9057, off 11) 
 "Vance" 1 (L 9561, off 19) 
 "Vanished" 1 (L 9062, off 20) 
 "Variations" 1 (L 9598, off 0) 
 "Varsity" 1 (L 176, off 24) 
 "Vell" 1 (L 8412, off 1) 
 "Velvet" 1 (L 9048, off 12) 
 "Vengeance" 1 (L 9170, off 19) 
 "Venture" 1 (L 9477, off 22) 
 "Very" 1 (L 4680, off 46) 
 "Vhere" 1 (L 8390, off 44) 
 "Vial" 1 (L 9238, off 12) 
 "Vice" 1 (L 9284, off 22) 
 "Victory" 1 (L 9300, off 30) 
 "Villainous" 1 (L 9259, off 10) 
 "Villains" 1 (L 9138, off 12) 
 "Virtue" 1 (L 6746, off 1) 
 "Voice" 1 (L 9293, off 10) 
 "Volunteers" 1 (L 9877, off 0) 
 "Voyage" 1 (L 123, off 29) 
 "WHERE" 1 (L 4780, off 13) 
 "WHO" 1 (L 7127, off 15) 
 "WHY" 1 (L 474, off 12) 
 "WILD" 1 (L 2671, off 30) 
 "WILL" 1 (L 9825, off 58) 
 "WILY" 1 (L 3714, off 15) 
 "WIRES" 1 (L 6206, off 27) 
 "WON" 1 (L 5714, off 13) 
 "Wanderer" 1 (L 9484, off 18) 
 "War" 1 (L 9317, off 10) 
 "Ward" 1 (L 9411, off 13) 
 "Warrant" 1 (L 9251, off 28) 
 "Warriors" 1 (L 170, off 31) 
 "Waste" 1 (L 9512, off 17) 
 "Wednesday" 1 (L 1676, off 57) 
 "Weird" 1 (L 8963, off 9) 
 "Well--well" 1 (L 6578, off 1) 
 "Went" 1 (L 5692, off 1) 
 "Were" 1 (L 712, off 58) 
 "Wh-a-a-t" 1 (L 3561, off 1) 
 "Whenever" 1 (L 3463, off 41) 
 "Whether" 1 (L 2950, off 0) 
 "Whirlwind" 1 (L 9281, off 20) 
 "Whiskers" 1 (L 2592, off 59) 
 "Why--do" 1 (L 6400, off 1) 
 "Why--why--where" 1 (L 7164, off 6) 
 "Wicked" 1 (L 9278, off 17) 
 "Wil-l-l" 1 (L 977, off 1) 
 "Wild" 1 (L 7728, off 0) 
 "Wilderness" 1 (L 9488, off 19) 
 "Wildest" 1 (L 9303, off 22) 
 "Wilds" 1 (L 133, off 29) 
 "William" 1 (L 9594, off 35) 
 "Window" 1 (L 9125, off 23) 
 "Winner" 1 (L 144, off 24) 
 "Wires" 1 (L 9248, off 16) 
 "Wise" 1 (L 9070, off 19) 
 "Within" 1 (L 9260, off 15) 
 "Wonder" 1 (L 7143, off 1) 
 "Word" 1 (L 6929, off 27) 
 "Worker" 1 (L 9549, off 23) 
 "Would" 1 (L 1375, off 13) 
 "Wrapped" 1 (L 6784, off 16) 
 "XII" 1 (L 2935, off 8) 
 "XIII" 1 (L 3167, off 8) 
 "XIV" 1 (L 3256, off 8) 
 "XIX" 1 (L 4318, off 8) 
 "XVI" 1 (L 3714, off 8) 
 "XVII" 1 (L 3929, off 8) 
 "XVIII" 1 (L 4083, off 8) 
 "XXI" 1 (L 4780, off 8) 
 "XXII" 1 (L 5025, off 8) 
 "XXIII" 1 (L 5250, off 8) 
 "XXIV" 1 (L 5482, off 8) 
 "XXIX" 1 (L 6432, off 8) 
 "XXV" 1 (L 5714, off 8) 
 "XXVI" 1 (L 5946, off 8) 
 "XXVII" 1 (L 6036, off 8) 
 "XXVIII" 1 (L 6206, off 8) 
 "XXX" 1 (L 6653, off 8) 
 "XXXI" 1 (L 6888, off 8) 
 "XXXII" 1 (L 7127, off 8) 
 "XXXIII" 1 (L 7366, off 8) 
 "XXXIV" 1 (L 7605, off 8) 
 "XXXIX" 1 (L 8820, off 8) 
 "XXXV" 1 (L 7847, off 8) 
 "XXXVI" 1 (L 8098, off 8) 
 "XXXVII" 1 (L 8346, off 8) 
 "XXXVIII" 1 (L 8578, off 8) 
 "YOUNG" 1 (L 42, off 10) 
 "YOUR" 1 (L 3762, off 2) 
 "Yale" 1 (L 7677, off 17) 
 "Yankee----" 1 
 "Yard" 1 (L 9076, off 30) 
 "Yeh" 1 (L 1770, off 1) 
 "Yell" 1 (L 5912, off 0) 
 "Yep" 1 (L 4484, off 1) 
 "Yes--look" 1 (L 2501, off 1) 
 "Yimini" 1 (L 8401, off 4) 
 "You----" 1 
 "You--ah--are" 1 (L 7434, off 1) 
 "You--you" 1 (L 6001, off 32) 
 "You-all" 1 (L 6703, off 0) 
 "Yuh" 1 (L 3463, off 1) 
 "Yum" 1 (L 4304, off 1) 
 "Zigger-boom" 1 (L 7831, off 19) 
 "a-comin" 1 (L 4496, off 8) 
 "a-going" 1 (L 441, off 52) 
 "a-here" 1 (L 1601, off 12) 
 "a-purpose" 1 (L 378, off 42) 
 "aback" 1 (L 1756, off 23) 
 "aber" 1 (L 3522, off 6) 
 "abide" 1 (L 9655, off 56) 
 "abjectly" 1 (L 6702, off 53) 
 "ably" 1 (L 6699, off 4) 
 "aboard" 1 (L 6436, off 21) 
 "about----" 1 
 "about--about" 1 (L 528, off 13) 
 "above" 1 (L 8339, off 5) 
 "abroad" 1 (L 7611, off 17) 
 "absorb" 1 (L 9383, off 0) 
 "absorbed" 1 (L 8195, off 49) 
 "absurdity" 1 (L 7420, off 0) 
 "accents" 1 (L 3766, off 45) 
 "accepting" 1 (L 9936, off 8) 
 "accessed" 1 (L 9707, off 45) 
 "accessible" 1 (L 9920, off 44) 
 "accomplished" 1 (L 5878, off 9) 
 "accounting" 1 (L 2521, off 61) 
 "accusation" 1 (L 7394, off 0) 
 "accused" 1 (L 7436, off 21) 
 "aching" 1 (L 2086, off 43) 
 "acknowledge" 1 (L 3401, off 9) 
 "acquaintance" 1 (L 2578, off 35) 
 "acres" 1 (L 2445, off 56) 
 "act" 1 (L 418, off 38) 
 "actors" 1 (L 7953, off 17) 
 "actual" 1 (L 8501, off 12) 
 "actually" 1 (L 810, off 37) 
 "adapted" 1 (L 1729, off 17) 
 "addition" 1 (L 9694, off 34) 
 "additions" 1 (L 9866, off 0) 
 "addresses" 1 (L 9944, off 12) 
 "adherents" 1 (L 3629, off 51) 
 "adjacent" 1 (L 4149, off 12) 
 "adjusting" 1 (L 7839, off 38) 
 "admired" 1 (L 5114, off 4) 
 "admirers" 1 (L 3034, off 28) 
 "admiringly" 1 (L 7723, off 50) 
 "admissions" 1 (L 8724, off 52) 
 "admittance" 1 (L 7461, off 21) 
 "admonition" 1 (L 4720, off 0) 
 "adopt" 1 (L 5134, off 54) 
 "adopted" 1 (L 1780, off 13) 
 "adopting" 1 (L 5285, off 27) 
 "adorning" 1 (L 4333, off 29) 
 "adornments" 1 (L 4355, off 58) 
 "adroitly" 1 (L 888, off 0) 
 "advancing" 1 (L 3448, off 0) 
 "adversary" 1 (L 888, off 57) 
 "advise" 1 (L 7224, off 64) 
 "affably" 1 (L 2384, off 39) 
 "afterward--our" 1 (L 3811, off 50) 
 "age" 1 (L 5291, off 66) 
 "aghast" 1 (L 8246, off 33) 
 "agonized" 1 (L 8002, off 17) 
 "agreeable" 1 (L 4278, off 26) 
 "ahe" 1 (L 7427, off 10) 
 "aimed" 1 (L 866, off 31) 
 "aiming" 1 (L 1504, off 34) 
 "airtight" 1 (L 3048, off 26) 
 "aisle" 1 (L 6516, off 61) 
 "al-l-long" 1 (L 3133, off 43) 
 "alec" 1 (L 879, off 35) 
 "alert" 1 (L 2725, off 57) 
 "alike" 1 (L 8351, off 26) 
 "all-around" 1 (L 3314, off 33) 
 "all-fired" 1 (L 853, off 61) 
 "allows" 1 (L 3453, off 0) 
 "along--don" 1 (L 5363, off 0) 
 "along--we" 1 (L 6596, off 0) 
 "aloof" 1 (L 2301, off 0) 
 "alter" 1 (L 4436, off 34) 
 "alteration" 1 (L 9865, off 38) 
 "altercation" 1 (L 818, off 17) 
 "alternate" 1 (L 9756, off 34) 
 "amateurs----" 1 
 "amuse" 1 (L 2573, off 55) 
 "amused" 1 (L 722, off 53) 
 "amusement" 1 (L 7209, off 0) 
 "angered" 1 (L 1459, off 54) 
 "animated" 1 (L 3530, off 58) 
 "ankle" 1 (L 1701, off 0) 
 "ankles" 1 (L 5418, off 61) 
 "announce" 1 (L 6198, off 9) 
 "announcement" 1 (L 2645, off 41) 
 "answering" 1 (L 2571, off 18) 
 "answers" 1 (L 5748, off 0) 
 "antagonism" 1 (L 1404, off 61) 
 "antagonizing" 1 (L 2435, off 53) 
 "anticipation" 1 (L 6964, off 20) 
 "anyhow----" 1 
 "apologetically" 1 (L 2226, off 50) 
 "apologies" 1 (L 8847, off 31) 
 "apologize" 1 (L 8829, off 49) 
 "apologized" 1 (L 414, off 25) 
 "apology" 1 (L 1917, off 33) 
 "appalled" 1 (L 6848, off 46) 
 "appalling" 1 (L 8357, off 32) 
 "apparatus" 1 (L 1455, off 0) 
