 "'AS-IS'" 1 
 "'Deev'" 1 
 "'Power" 1 
 "'deevs" 1 
 "'sarge'" 1 
 "'topkick" 1 
 "--Remember" 1 
 "ACTUAL" 1 (L 1072, off 18) 
 "received" 6 (L 620, off 9) (L 1079, off 38) (L 1080, off 0) (L 1083, off 25) (L 1176, off 18) (L 1186, off 53) 
 "seen" 6 (L 180, off 4) (L 190, off 31) (L 324, off 57) (L 391, off 14) (L 728, off 62) (L 776, off 44) 
 "shall" 6 (L 226, off 4) (L 227, off 63) (L 338, off 48) (L 644, off 4) (L 1098, off 10) (L 1100, off 52) 
 "since" 6 (L 205, off 36) (L 206, off 52) (L 235, off 55) (L 268, off 0) (L 776, off 24) (L 825, off 18) 
 "soldier" 6 (L 139, off 45) (L 142, off 11) (L 146, off 0) (L 151, off 4) (L 717, off 2) (L 725, off 18) 
 "something" 6 (L 355, off 9) (L 356, off 27) (L 364, off 13) (L 486, off 55) (L 505, off 0) (L 541, off 39) 
 "status" 6 (L 696, off 44) (L 805, off 48) (L 944, off 41) (L 1140, off 44) (L 1169, off 0) (L 1177, off 27) 
 "take" 6 (L 279, off 57) (L 389, off 62) (L 426, off 67) (L 530, off 58) (L 729, off 61) (L 830, off 37) 
 "tax" 6 (L 1020, off 45) (L 1140, off 33) (L 1141, off 49) (L 1143, off 23) (L 1168, off 57) (L 1186, off 26) 
 "then" 6 (L 65, off 16) (L 163, off 37) (L 217, off 54) (L 468, off 37) (L 777, off 50) (L 838, off 49) 
 "theory" 6 (L 418, off 17) (L 433, off 13) (L 450, off 13) (L 492, off 4) (L 508, off 64) (L 528, off 26) 
 "toward" 6 (L 56, off 30) (L 83, off 25) (L 91, off 14) (L 103, off 46) (L 107, off 20) (L 668, off 24) 
 "using" 6 (L 8, off 62) (L 889, off 37) (L 898, off 19) (L 902, off 44) (L 962, off 21) (L 1014, off 51) 
 "vehicle" 6 (L 141, off 34) (L 153, off 52) (L 208, off 64) (L 416, off 23) (L 648, off 29) (L 658, off 25) 
 "water" 6 (L 240, off 40) (L 241, off 28) (L 249, off 23) (L 511, off 47) (L 516, off 12) (L 656, off 54) 
 "while" 6 (L 55, off 31) (L 163, off 31) (L 245, off 20) (L 258, off 56) (L 494, off 5) (L 678, off 51) 
 "And" 7 (L 129, off 46) (L 222, off 6) (L 262, off 49) (L 396, off 34) (L 662, off 1) (L 823, off 1) (L 845, off 66) 
 "Section" 7 (L 895, off 0) (L 1023, off 2) (L 1047, off 50) (L 1115, off 0) (L 1136, off 0) (L 1160, off 0) (L 1194, off 0) 
 "agree" 7 (L 891, off 17) (L 899, off 62) (L 901, off 47) (L 905, off 52) (L 912, off 0) (L 1028, off 11) (L 1103, off 23) 
 "answered" 7 (L 74, off 37) (L 230, off 37) (L 388, off 51) (L 435, off 13) (L 575, off 19) (L 673, off 52) (L 780, off 32) 
 "buildings" 7 (L 52, off 0) (L 83, off 45) (L 88, off 4) (L 100, off 29) (L 183, off 28) (L 183, off 59) (L 200, off 15) 
 "come" 7 (L 100, off 62) (L 141, off 8) (L 426, off 45) (L 724, off 3) (L 792, off 51) (L 836, off 20) (L 1126, off 43) 
 "copies" 7 (L 875, off 55) (L 903, off 12) (L 996, off 17) (L 1009, off 43) (L 1030, off 2) (L 1031, off 37) (L 1105, off 10) 
 "defense" 7 (L 631, off 0) (L 641, off 53) (L 671, off 25) (L 673, off 5) (L 677, off 0) (L 680, off 29) (L 689, off 0) 
 "distributing" 7 (L 871, off 38) (L 889, off 46) (L 926, off 43) (L 942, off 0) (L 1006, off 23) (L 1010, off 13) (L 1065, off 44) 
 "eBooks" 7 (L 874, off 42) (L 879, off 64) (L 1199, off 33) (L 1202, off 21) (L 1205, off 17) (L 1213, off 48) (L 1214, off 52) 
 "evidence" 7 (L 46, off 48) (L 175, off 13) (L 644, off 38) (L 673, off 41) (L 677, off 30) (L 687, off 59) (L 689, off 59) 
 "first" 7 (L 331, off 35) (L 346, off 30) (L 351, off 65) (L 508, off 4) (L 673, off 20) (L 720, off 16) (L 795, off 45) 
 "free" 7 (L 259, off 34) (L 423, off 36) (L 888, off 61) (L 917, off 28) (L 930, off 0) (L 1039, off 56) (L 1117, off 44) 
 "heat-guns" 7 (L 125, off 0) (L 171, off 25) (L 175, off 0) (L 370, off 46) (L 391, off 38) (L 548, off 57) (L 714, off 52) 
 "here" 7 (L 153, off 60) (L 337, off 20) (L 391, off 55) (L 443, off 50) (L 515, off 14) (L 640, off 23) (L 735, off 62) 
 "it's" 7 (L 262, off 53) (L 292, off 6) (L 293, off 38) (L 376, off 19) (L 448, off 39) (L 706, off 46) (L 769, off 5) 
 "law" 7 (L 867, off 0) (L 880, off 32) (L 924, off 58) (L 965, off 51) (L 1053, off 38) (L 1097, off 13) (L 1099, off 45) 
 "like" 7 (L 257, off 21) (L 283, off 17) (L 294, off 14) (L 366, off 13) (L 367, off 17) (L 720, off 7) (L 844, off 43) 
 "officers" 7 (L 55, off 12) (L 309, off 27) (L 405, off 32) (L 459, off 0) (L 466, off 33) (L 602, off 45) (L 835, off 45) 
 "permission" 7 (L 869, off 15) (L 875, off 9) (L 966, off 51) (L 972, off 7) (L 976, off 9) (L 980, off 16) (L 1044, off 49) 
 "provide" 7 (L 995, off 55) (L 1000, off 13) (L 1026, off 6) (L 1034, off 6) (L 1082, off 37) (L 1123, off 36) (L 1127, off 53) 
 "replied" 7 (L 62, off 16) (L 109, off 28) (L 213, off 42) (L 315, off 50) (L 382, off 44) (L 529, off 33) (L 845, off 3) 
 "right" 7 (L 132, off 8) (L 164, off 57) (L 440, off 65) (L 448, off 16) (L 605, off 24) (L 926, off 8) (L 1089, off 30) 
 "see" 7 (L 94, off 11) (L 164, off 0) (L 396, off 53) (L 427, off 31) (L 459, off 45) (L 482, off 52) (L 1130, off 64) 
 "soldiers" 7 (L 411, off 30) (L 419, off 41) (L 462, off 0) (L 465, off 23) (L 467, off 15) (L 471, off 57) (L 548, off 40) 
 "sort" 7 (L 462, off 15) (L 571, off 49) (L 589, off 53) (L 818, off 54) (L 819, off 15) (L 823, off 34) (L 838, off 6) 
 "state" 7 (L 266, off 45) (L 671, off 9) (L 939, off 14) (L 1097, off 24) (L 1099, off 39) (L 1140, off 0) (L 1178, off 0) 
 "there" 7 (L 42, off 18) (L 88, off 61) (L 93, off 7) (L 93, off 23) (L 94, off 46) (L 100, off 52) (L 724, off 18) (L 780, off 62) 
 "town" 7 (L 154, off 65) (L 179, off 47) (L 182, off 4) (L 408, off 15) (L 482, off 5) (L 648, off 9) (L 657, off 13) 
 "transmitter" 7 (L 374, off 7) (L 564, off 41) (L 702, off 36) (L 757, off 27) (L 769, off 18) (L 774, off 8) (L 795, off 32) 
 "way" 7 (L 376, off 0) (L 429, off 39) (L 436, off 33) (L 571, off 57) (L 623, off 43) (L 890, off 37) (L 911, off 29) 
 "Tom" 8 (L 58, off 28) (L 62, off 34) (L 132, off 23) (L 373, off 33) (L 394, off 52) (L 571, off 33) (L 575, off 28) (L 613, off 35) 
 "associated" 8 (L 857, off 13) (L 890, off 19) (L 911, off 11) (L 932, off 26) (L 953, off 30) (L 970, off 11) (L 985, off 23) (L 1106, off 51) 
 "back" 8 (L 354, off 27) (L 436, off 13) (L 455, off 22) (L 522, off 19) (L 577, off 56) (L 795, off 22) (L 814, off 34) (L 832, off 19) 
 "fee" 8 (L 904, off 26) (L 907, off 38) (L 999, off 54) (L 1005, off 23) (L 1009, off 35) (L 1013, off 20) (L 1015, off 58) (L 1042, off 31) 
 "forth" 8 (L 870, off 30) (L 907, off 49) (L 973, off 17) (L 989, off 40) (L 1044, off 8) (L 1047, off 41) (L 1089, off 65) (L 1096, off 45) 
 "including" 8 (L 304, off 23) (L 994, off 59) (L 1067, off 50) (L 1109, off 0) (L 1119, off 10) (L 1167, off 19) (L 1191, off 5) (L 1212, off 0) 
 "located" 8 (L 7, off 35) (L 8, off 47) (L 503, off 39) (L 925, off 26) (L 937, off 51) (L 960, off 55) (L 962, off 6) (L 1149, off 34) 
 "mission" 8 (L 130, off 0) (L 149, off 13) (L 272, off 44) (L 612, off 9) (L 663, off 32) (L 888, off 36) (L 929, off 47) (L 1164, off 53) 
 "only" 8 (L 292, off 53) (L 354, off 7) (L 687, off 47) (L 690, off 0) (L 728, off 57) (L 736, off 8) (L 910, off 59) (L 1199, off 45) 
 "outside" 8 (L 67, off 29) (L 400, off 42) (L 458, off 26) (L 563, off 48) (L 701, off 53) (L 939, off 42) (L 945, off 8) (L 1187, off 0) 
 "over" 8 (L 144, off 6) (L 279, off 62) (L 478, off 9) (L 482, off 0) (L 586, off 46) (L 618, off 20) (L 736, off 34) (L 745, off 26) 
 "people" 8 (L 39, off 18) (L 188, off 8) (L 477, off 13) (L 528, off 44) (L 627, off 43) (L 911, off 60) (L 1121, off 5) (L 1208, off 5) 
 "refund" 8 (L 906, off 49) (L 1026, off 21) (L 1034, off 58) (L 1078, off 10) (L 1083, off 10) (L 1085, off 60) (L 1086, off 52) (L 1089, off 54) 
 "return" 8 (L 339, off 0) (L 664, off 28) (L 679, off 59) (L 813, off 4) (L 833, off 4) (L 902, off 54) (L 1029, off 43) (L 1080, off 49) 
 "set" 8 (L 870, off 26) (L 907, off 45) (L 973, off 13) (L 989, off 36) (L 1044, off 4) (L 1047, off 37) (L 1089, off 61) (L 1096, off 41) 
 "stood" 8 (L 86, off 0) (L 341, off 3) (L 355, off 46) (L 467, off 24) (L 472, off 29) (L 711, off 0) (L 740, off 49) (L 785, off 16) 
 "through" 8 (L 59, off 28) (L 60, off 0) (L 94, off 18) (L 145, off 8) (L 349, off 59) (L 442, off 64) (L 971, off 49) (L 977, off 39) 
 "Discovery" 9 (L 148, off 46) (L 210, off 25) (L 213, off 5) (L 271, off 54) (L 662, off 32) (L 678, off 41) (L 781, off 19) (L 803, off 0) (L 832, off 58) 
 "defendants" 9 (L 637, off 0) (L 647, off 17) (L 655, off 17) (L 657, off 54) (L 659, off 0) (L 665, off 55) (L 684, off 52) (L 689, off 30) (L 694, off 30) 
 "found" 9 (L 119, off 36) (L 173, off 14) (L 528, off 4) (L 529, off 59) (L 590, off 5) (L 694, off 45) (L 857, off 57) (L 980, off 51) (L 1151, off 32) 
 "get" 9 (L 132, off 59) (L 366, off 68) (L 477, off 20) (L 505, off 45) (L 511, off 13) (L 531, off 3) (L 609, off 61) (L 736, off 13) (L 796, off 45) 
 "more" 9 (L 42, off 26) (L 174, off 51) (L 321, off 9) (L 349, off 5) (L 456, off 4) (L 499, off 63) (L 675, off 0) (L 685, off 7) (L 1129, off 22) 
 "room" 9 (L 54, off 15) (L 234, off 7) (L 357, off 41) (L 360, off 22) (L 369, off 39) (L 371, off 11) (L 523, off 26) (L 587, off 0) (L 669, off 39) 
 "several" 9 (L 273, off 4) (L 323, off 44) (L 391, off 19) (L 458, off 50) (L 465, off 8) (L 781, off 4) (L 785, off 44) (L 838, off 60) (L 1202, off 51) 
 "than" 9 (L 174, off 56) (L 456, off 9) (L 487, off 0) (L 500, off 26) (L 541, off 61) (L 547, off 8) (L 675, off 5) (L 997, off 6) (L 1043, off 66) 
 "License" 10 (L 6, off 22) (L 892, off 21) (L 934, off 56) (L 950, off 51) (L 959, off 43) (L 979, off 43) (L 984, off 0) (L 991, off 13) (L 1003, off 26) (L 1029, off 2) 
 "This" 10 (L 3, off 0) (L 44, off 32) (L 77, off 32) (L 275, off 1) (L 374, off 54) (L 624, off 67) (L 856, off 6) (L 857, off 0) (L 956, off 2) (L 1211, off 0) 
 "access" 10 (L 904, off 57) (L 917, off 40) (L 930, off 5) (L 950, off 10) (L 969, off 28) (L 990, off 26) (L 995, off 63) (L 1005, off 31) (L 1010, off 0) (L 1031, off 21) 
 "commander" 10 (L 71, off 30) (L 126, off 28) (L 154, off 48) (L 160, off 31) (L 163, off 43) (L 303, off 16) (L 310, off 18) (L 382, off 56) (L 705, off 28) (L 787, off 0) 
 "gutenberg" 10 (L 7, off 4) (L 858, off 19) (L 893, off 4) (L 960, off 25) (L 999, off 5) (L 1132, off 4) (L 1152, off 21) (L 1178, off 16) (L 1192, off 26) (L 1209, off 14) 
 "paragraph" 10 (L 907, off 58) (L 915, off 0) (L 918, off 22) (L 989, off 49) (L 1003, off 50) (L 1007, off 23) (L 1017, off 40) (L 1034, off 34) (L 1063, off 39) (L 1090, off 3) 
 "these" 10 (L 390, off 53) (L 418, off 27) (L 528, off 38) (L 548, off 34) (L 636, off 31) (L 644, off 61) (L 781, off 64) (L 867, off 56) (L 1054, off 33) (L 1175, off 5) 
 "trademark" 10 (L 873, off 12) (L 873, off 57) (L 881, off 0) (L 901, off 1) (L 910, off 41) (L 973, off 0) (L 1016, off 43) (L 1047, off 0) (L 1065, off 13) (L 1104, off 0) 
 "without" 10 (L 209, off 31) (L 763, off 36) (L 869, off 7) (L 869, off 30) (L 914, off 5) (L 935, off 13) (L 968, off 18) (L 988, off 54) (L 1087, off 0) (L 1163, off 53) 
 "years" 10 (L 74, off 29) (L 74, off 57) (L 213, off 30) (L 273, off 27) (L 332, off 0) (L 665, off 0) (L 776, off 18) (L 824, off 51) (L 832, off 37) (L 1198, off 37) 
 "Deneb" 11 (L 149, off 24) (L 211, off 0) (L 214, off 12) (L 214, off 52) (L 255, off 50) (L 384, off 0) (L 577, off 65) (L 664, off 0) (L 679, off 3) (L 829, off 35) (L 833, off 14) 
 "could" 11 (L 128, off 4) (L 129, off 14) (L 219, off 44) (L 223, off 0) (L 609, off 22) (L 665, off 20) (L 692, off 17) (L 736, off 2) (L 814, off 19) (L 815, off 11) (L 1197, off 59) 
 "four" 11 (L 119, off 21) (L 178, off 4) (L 247, off 4) (L 320, off 38) (L 410, off 55) (L 478, off 22) (L 586, off 4) (L 615, off 11) (L 701, off 24) (L 745, off 35) (L 801, off 35) 
 "how" 11 (L 379, off 65) (L 414, off 29) (L 436, off 64) (L 440, off 0) (L 515, off 43) (L 528, off 67) (L 544, off 0) (L 1130, off 23) (L 1212, off 10) (L 1213, off 20) (L 1213, off 60) 
 "org" 11 (L 7, off 14) (L 858, off 29) (L 893, off 14) (L 960, off 35) (L 999, off 15) (L 1132, off 14) (L 1152, off 31) (L 1158, off 18) (L 1178, off 26) (L 1192, off 36) (L 1209, off 24) 
 "some" 11 (L 63, off 15) (L 94, off 56) (L 125, off 60) (L 287, off 28) (L 302, off 40) (L 306, off 54) (L 406, off 28) (L 487, off 47) (L 544, off 35) (L 639, off 36) (L 831, off 60) 
 "such" 11 (L 308, off 26) (L 309, off 54) (L 313, off 0) (L 334, off 7) (L 477, off 29) (L 642, off 47) (L 877, off 23) (L 1021, off 39) (L 1029, off 28) (L 1056, off 19) (L 1182, off 55) 
 "under" 11 (L 5, off 56) (L 513, off 17) (L 560, off 26) (L 596, off 22) (L 617, off 38) (L 628, off 23) (L 640, off 28) (L 959, off 2) (L 1017, off 29) (L 1066, off 29) (L 1139, off 44) 
 "against" 12 (L 100, off 17) (L 350, off 30) (L 566, off 22) (L 612, off 61) (L 636, off 45) (L 641, off 61) (L 680, off 63) (L 710, off 0) (L 762, off 62) (L 812, off 60) (L 820, off 45) (L 1182, off 0) 
 "asked" 12 (L 262, off 41) (L 290, off 40) (L 312, off 37) (L 321, off 0) (L 330, off 5) (L 362, off 34) (L 433, off 28) (L 477, off 50) (L 487, off 33) (L 526, off 22) (L 602, off 14) (L 765, off 34) 
 "before" 12 (L 8, off 55) (L 214, off 59) (L 248, off 48) (L 482, off 10) (L 588, off 18) (L 609, off 10) (L 622, off 34) (L 624, off 59) (L 729, off 17) (L 759, off 6) (L 941, off 10) (L 962, off 14) 
 "copy" 12 (L 5, off 21) (L 868, off 33) (L 904, off 46) (L 951, off 25) (L 958, off 35) (L 987, off 14) (L 1000, off 23) (L 1000, off 52) (L 1001, off 15) (L 1035, off 45) (L 1082, off 59) (L 1086, off 11) 
 "did" 12 (L 46, off 28) (L 477, off 5) (L 503, off 4) (L 515, off 47) (L 581, off 5) (L 594, off 5) (L 647, off 28) (L 652, off 41) (L 655, off 56) (L 657, off 65) (L 659, off 11) (L 789, off 13) 
 "donations" 12 (L 1023, off 32) (L 1120, off 60) (L 1130, off 44) (L 1164, off 26) (L 1167, off 60) (L 1172, off 25) (L 1175, off 43) (L 1182, off 30) (L 1185, off 14) (L 1186, off 43) (L 1191, off 55) (L 1212, off 22) 
 "just" 12 (L 68, off 14) (L 70, off 26) (L 81, off 31) (L 88, off 19) (L 262, off 62) (L 436, off 0) (L 450, off 60) (L 528, off 51) (L 544, off 53) (L 796, off 37) (L 844, off 38) (L 845, off 23) 
 "must" 12 (L 186, off 40) (L 649, off 34) (L 902, off 33) (L 950, off 59) (L 970, off 57) (L 977, off 0) (L 999, off 25) (L 1002, off 51) (L 1018, off 58) (L 1029, off 15) (L 1044, off 37) (L 1080, off 44) 
 "spaceport" 12 (L 50, off 24) (L 68, off 0) (L 83, off 15) (L 99, off 12) (L 171, off 7) (L 304, off 47) (L 312, off 16) (L 389, off 17) (L 440, off 51) (L 647, off 54) (L 787, off 41) (L 802, off 46) 
 "starship" 12 (L 54, off 45) (L 103, off 57) (L 148, off 37) (L 178, off 18) (L 258, off 4) (L 320, off 52) (L 335, off 44) (L 564, off 18) (L 598, off 29) (L 662, off 23) (L 668, off 52) (L 678, off 32) 
 "www" 12 (L 7, off 0) (L 25, off 40) (L 858, off 15) (L 861, off 40) (L 893, off 0) (L 960, off 21) (L 999, off 1) (L 1132, off 0) (L 1152, off 17) (L 1178, off 12) (L 1192, off 22) (L 1209, off 10) 
 "Archive" 13 (L 920, off 36) (L 1018, off 21) (L 1022, off 21) (L 1024, off 11) (L 1045, off 41) (L 1064, off 19) (L 1127, off 19) (L 1130, off 0) (L 1136, off 60) (L 1138, off 31) (L 1143, off 0) (L 1161, off 9) (L 1213, off 0) 
 "Literary" 13 (L 920, off 27) (L 1018, off 12) (L 1022, off 12) (L 1024, off 2) (L 1045, off 32) (L 1064, off 10) (L 1127, off 10) (L 1129, off 55) (L 1136, off 51) (L 1138, off 22) (L 1142, off 61) (L 1161, off 0) (L 1212, off 57) 
 "full" 13 (L 241, off 16) (L 370, off 18) (L 481, off 30) (L 914, off 32) (L 934, off 30) (L 950, off 25) (L 983, off 45) (L 990, off 40) (L 1003, off 0) (L 1026, off 16) (L 1028, off 37) (L 1034, off 53) (L 1143, off 45) 
 "into" 13 (L 118, off 48) (L 121, off 30) (L 123, off 44) (L 235, off 9) (L 373, off 57) (L 375, off 42) (L 471, off 16) (L 477, off 24) (L 505, off 61) (L 509, off 38) (L 522, off 24) (L 609, off 34) (L 614, off 14) 
 "laws" 13 (L 8, off 13) (L 650, off 17) (L 660, off 30) (L 676, off 0) (L 937, off 19) (L 938, off 42) (L 940, off 10) (L 961, off 42) (L 1139, off 54) (L 1144, off 13) (L 1144, off 35) (L 1171, off 50) (L 1187, off 32) 
 "one" 13 (L 199, off 56) (L 246, off 61) (L 292, off 58) (L 349, off 17) (L 384, off 54) (L 466, off 22) (L 481, off 59) (L 612, off 22) (L 614, off 41) (L 685, off 0) (L 748, off 25) (L 781, off 57) (L 867, off 18) 
 "power" 13 (L 39, off 53) (L 186, off 29) (L 263, off 38) (L 379, off 50) (L 437, off 34) (L 444, off 28) (L 550, off 49) (L 552, off 4) (L 648, off 49) (L 658, off 19) (L 697, off 31) (L 778, off 0) (L 813, off 38) 
 "what" 13 (L 71, off 56) (L 210, off 55) (L 223, off 43) (L 296, off 51) (L 362, off 7) (L 373, off 14) (L 459, off 49) (L 496, off 33) (L 671, off 15) (L 715, off 41) (L 789, off 22) (L 840, off 0) (L 938, off 0) 
 "when" 13 (L 88, off 36) (L 240, off 11) (L 285, off 62) (L 348, off 43) (L 354, off 12) (L 374, off 19) (L 477, off 61) (L 509, off 4) (L 511, off 54) (L 688, off 35) (L 746, off 8) (L 832, off 49) (L 934, off 64) 
 "who" 13 (L 111, off 54) (L 369, off 12) (L 638, off 32) (L 668, off 62) (L 673, off 67) (L 725, off 26) (L 729, off 48) (L 781, off 29) (L 814, off 15) (L 829, off 21) (L 911, off 67) (L 1026, off 56) (L 1182, off 67) 
 "car" 14 (L 82, off 8) (L 85, off 39) (L 97, off 17) (L 104, off 28) (L 107, off 16) (L 118, off 20) (L 125, off 46) (L 126, off 45) (L 132, off 45) (L 138, off 38) (L 157, off 21) (L 166, off 29) (L 190, off 6) (L 410, off 25) 
 "out" 14 (L 78, off 48) (L 81, off 22) (L 95, off 12) (L 99, off 51) (L 113, off 49) (L 149, off 55) (L 251, off 15) (L 435, off 45) (L 472, off 8) (L 474, off 19) (L 503, off 13) (L 538, off 39) (L 579, off 29) (L 1164, off 45) 
 "But" 15 (L 132, off 29) (L 188, off 0) (L 209, off 50) (L 259, off 0) (L 296, off 47) (L 312, off 1) (L 418, off 59) (L 448, off 35) (L 567, off 68) (L 578, off 5) (L 614, off 37) (L 756, off 38) (L 771, off 1) (L 813, off 27) (L 838, off 56) 
 "States" 15 (L 3, off 59) (L 7, off 57) (L 867, off 36) (L 869, off 0) (L 879, off 52) (L 924, off 0) (L 925, off 7) (L 925, off 48) (L 939, off 61) (L 945, off 27) (L 956, off 61) (L 961, off 9) (L 968, off 11) (L 1173, off 0) (L 1187, off 19) 
 "United" 15 (L 3, off 52) (L 7, off 50) (L 867, off 29) (L 868, off 63) (L 879, off 45) (L 923, off 56) (L 925, off 0) (L 925, off 41) (L 939, off 54) (L 945, off 20) (L 956, off 54) (L 961, off 2) (L 968, off 4) (L 1172, off 59) (L 1187, off 12) 
 "don't" 15 (L 71, off 45) (L 128, off 34) (L 244, off 3) (L 366, off 62) (L 373, off 3) (L 380, off 12) (L 390, off 18) (L 436, off 53) (L 439, off 3) (L 480, off 7) (L 528, off 56) (L 544, off 58) (L 554, off 4) (L 578, off 17) (L 606, off 23) 
 "our" 15 (L 74, off 64) (L 129, off 67) (L 226, off 47) (L 336, off 3) (L 482, off 56) (L 493, off 66) (L 566, off 56) (L 579, off 49) (L 625, off 23) (L 823, off 65) (L 830, off 14) (L 1187, off 49) (L 1208, off 21) (L 1213, off 40) (L 1214, off 13) 
 "time" 15 (L 65, off 37) (L 75, off 0) (L 220, off 11) (L 262, off 31) (L 346, off 36) (L 407, off 5) (L 407, off 13) (L 494, off 0) (L 534, off 32) (L 540, off 18) (L 542, off 10) (L 602, off 20) (L 621, off 30) (L 812, off 30) (L 830, off 49) 
 "use" 15 (L 3, off 22) (L 208, off 55) (L 264, off 0) (L 380, off 0) (L 437, off 26) (L 493, off 59) (L 691, off 11) (L 818, off 43) (L 876, off 54) (L 956, off 24) (L 972, off 26) (L 976, off 50) (L 1014, off 6) (L 1015, off 14) (L 1031, off 6) 
 "Ann" 16 (L 107, off 64) (L 244, off 33) (L 251, off 60) (L 254, off 58) (L 257, off 9) (L 290, off 46) (L 415, off 59) (L 426, off 27) (L 455, off 9) (L 462, off 62) (L 494, off 19) (L 496, off 47) (L 508, off 24) (L 510, off 35) (L 522, off 45) (L 838, off 45) 
 "military" 16 (L 191, off 0) (L 198, off 43) (L 267, off 0) (L 301, off 60) (L 308, off 8) (L 424, off 7) (L 461, off 27) (L 484, off 0) (L 487, off 10) (L 552, off 24) (L 589, off 32) (L 595, off 0) (L 648, off 0) (L 657, off 4) (L 658, off 10) (L 844, off 17) 
 "ship" 16 (L 91, off 25) (L 112, off 12) (L 205, off 31) (L 207, off 0) (L 210, off 14) (L 316, off 45) (L 331, off 41) (L 374, off 47) (L 386, off 0) (L 389, off 45) (L 578, off 43) (L 608, off 13) (L 665, off 37) (L 703, off 51) (L 797, off 0) (L 835, off 22) 
 "Sarge" 17 (L 154, off 35) (L 198, off 6) (L 233, off 6) (L 303, off 0) (L 344, off 30) (L 355, off 40) (L 405, off 6) (L 422, off 23) (L 547, off 33) (L 591, off 12) (L 618, off 34) (L 688, off 23) (L 710, off 26) (L 737, off 0) (L 756, off 52) (L 785, off 10) (L 839, off 16) 
 "agreement" 17 (L 901, off 22) (L 902, off 18) (L 906, off 21) (L 912, off 39) (L 914, off 51) (L 917, off 0) (L 931, off 43) (L 933, off 30) (L 941, off 0) (L 1039, off 42) (L 1044, off 22) (L 1066, off 40) (L 1096, off 59) (L 1097, off 49) (L 1098, off 0) (L 1100, off 42) (L 1106, off 21) 
 "Third" 18 (L 154, off 29) (L 198, off 0) (L 223, off 24) (L 233, off 0) (L 302, off 62) (L 344, off 24) (L 355, off 34) (L 405, off 0) (L 422, off 17) (L 547, off 27) (L 618, off 28) (L 655, off 1) (L 688, off 17) (L 710, off 20) (L 736, off 65) (L 756, off 46) (L 785, off 4) (L 839, off 10) 
 "know" 18 (L 71, off 51) (L 128, off 40) (L 164, off 26) (L 210, off 50) (L 373, off 9) (L 379, off 60) (L 393, off 26) (L 436, off 59) (L 439, off 9) (L 439, off 63) (L 496, off 28) (L 515, off 55) (L 528, off 62) (L 543, off 65) (L 606, off 29) (L 706, off 41) (L 838, off 33) (L 1181, off 47) 
 "may" 18 (L 5, off 17) (L 106, off 6) (L 230, off 57) (L 671, off 5) (L 874, off 4) (L 876, off 50) (L 878, off 32) (L 879, off 10) (L 906, off 36) (L 910, off 55) (L 958, off 31) (L 993, off 11) (L 1009, off 11) (L 1055, off 47) (L 1055, off 62) (L 1082, off 24) (L 1084, off 30) (L 1086, off 39) 
 "Fran" 19 (L 247, off 62) (L 270, off 32) (L 270, off 53) (L 296, off 33) (L 366, off 53) (L 430, off 25) (L 433, off 34) (L 439, off 32) (L 443, off 39) (L 446, off 0) (L 461, off 9) (L 468, off 51) (L 489, off 28) (L 493, off 36) (L 496, off 9) (L 526, off 15) (L 529, off 41) (L 541, off 13) (L 655, off 44) 
 "There" 19 (L 51, off 17) (L 103, off 0) (L 174, off 37) (L 200, off 26) (L 238, off 0) (L 239, off 29) (L 286, off 37) (L 287, off 18) (L 319, off 0) (L 351, off 10) (L 356, off 17) (L 404, off 0) (L 467, off 49) (L 504, off 50) (L 598, off 0) (L 739, off 0) (L 745, off 51) (L 912, off 50) (L 915, off 21) 
 "about" 19 (L 89, off 26) (L 164, off 31) (L 321, off 14) (L 330, off 11) (L 414, off 23) (L 439, off 14) (L 500, off 17) (L 500, off 54) (L 505, off 20) (L 510, off 43) (L 540, off 31) (L 809, off 24) (L 1023, off 26) (L 1115, off 23) (L 1129, off 27) (L 1136, off 23) (L 1160, off 23) (L 1211, off 35) (L 1214, off 42) 
 "can" 20 (L 209, off 5) (L 450, off 56) (L 492, off 11) (L 576, off 41) (L 579, off 20) (L 687, off 32) (L 781, off 33) (L 827, off 9) (L 829, off 48) (L 833, off 0) (L 868, off 29) (L 913, off 16) (L 915, off 51) (L 932, off 56) (L 938, off 9) (L 967, off 28) (L 1077, off 67) (L 1130, off 54) (L 1151, off 25) (L 1165, off 63) 
 "copyright" 20 (L 47, off 18) (L 866, off 61) (L 867, off 43) (L 869, off 45) (L 880, off 22) (L 901, off 11) (L 921, off 42) (L 924, off 48) (L 937, off 9) (L 944, off 31) (L 965, off 41) (L 967, off 0) (L 976, off 27) (L 978, off 32) (L 980, off 34) (L 1052, off 23) (L 1053, off 28) (L 1057, off 41) (L 1203, off 57) (L 1204, off 18) 
 "other" 20 (L 4, off 0) (L 324, off 36) (L 357, off 0) (L 405, off 26) (L 486, off 65) (L 572, off 25) (L 890, off 8) (L 943, off 0) (L 949, off 56) (L 957, off 7) (L 985, off 12) (L 997, off 0) (L 997, off 36) (L 1002, off 18) (L 1031, off 31) (L 1039, off 22) (L 1057, off 54) (L 1059, off 0) (L 1065, off 32) (L 1190, off 61) 
