 "'----" 1 
 "'AS-IS'" 1 
 "'Come" 1 
 "'Do" 1 
 "'Don't" 1 
 "'He" 1 
 "'Here" 1 
 "'It" 1 
 "'My" 1 
 "'Sides" 1 
 "'Take" 1 
 "'There" 1 
 "'We've" 1 
 "'Why" 1 
 "'bout" 1 
 "'em" 1 
 "'just" 1 
 "'so" 1 
 "--These" 1 
 "--amounting" 1 
 "--caused" 1 (L 3447, off 34) 
 "Wrecking" 1 (L 217, off 0) 
 "YOUNGER" 1 (L 3131, off 22) 
 "Yes" 1 (L 2546, off 44) 
 "York" 1 (L 1458, off 41) 
 "Young" 1 (L 1409, off 7) 
 "Your" 1 (L 2492, off 5) 
 "Yours" 1 (L 3698, off 57) 
 "abandon" 1 (L 2099, off 45) 
 "abide" 1 (L 3886, off 56) 
 "abjectly" 1 (L 3424, off 63) 
 "aboard" 1 (L 3635, off 35) 
 "abode" 1 (L 1125, off 17) 
 "abounds" 1 (L 1123, off 46) 
 "abruptly" 1 (L 2816, off 51) 
 "absent" 1 (L 371, off 0) 
 "absolutely" 1 (L 1163, off 0) 
 "academic" 1 (L 278, off 59) 
 "accepting" 1 (L 4167, off 8) 
 "accessable" 1 (L 2297, off 57) 
 "accessed" 1 (L 3938, off 45) 
 "accessible" 1 (L 4151, off 44) 
 "accident" 1 (L 538, off 13) 
 "accidental" 1 (L 2880, off 60) 
 "accidentally" 1 (L 1418, off 46) 
 "accomplishment" 1 (L 3599, off 0) 
 "accorded" 1 (L 3137, off 41) 
 "according" 1 (L 2540, off 21) 
 "accosted" 1 (L 895, off 18) 
 "accumulate" 1 (L 947, off 0) 
 "acknowledge" 1 (L 1704, off 58) 
 "acknowledging" 1 (L 3715, off 54) 
 "acquired" 1 (L 3052, off 35) 
 "action" 1 (L 3636, off 0) 
 "actuated" 1 (L 2609, off 23) 
 "adage" 1 (L 287, off 52) 
 "adaptability" 1 (L 2299, off 0) 
 "add" 1 (L 1940, off 3) 
 "additions" 1 (L 4097, off 0) 
 "addressed" 1 (L 3094, off 40) 
 "addressing" 1 (L 3158, off 56) 
 "adds" 1 (L 2720, off 49) 
 "administration" 1 (L 3782, off 51) 
 "admired" 1 (L 1296, off 60) 
 "admit" 1 (L 3118, off 51) 
 "advancing" 1 (L 1967, off 0) 
 "advantage" 1 (L 625, off 32) 
 "advantages" 1 (L 3719, off 52) 
 "adversely" 1 (L 731, off 21) 
 "affairs" 1 (L 3312, off 32) 
 "affected" 1 (L 942, off 0) 
 "affection" 1 (L 3287, off 22) 
 "affectionate" 1 (L 2916, off 14) 
 "affects" 1 (L 2818, off 53) 
 "affidavit" 1 (L 2376, off 35) 
 "affirm" 1 (L 2589, off 42) 
 "afford" 1 (L 101, off 0) 
 "afforded" 1 (L 1887, off 59) 
 "afraid" 1 (L 3589, off 39) 
 "afterwards" 1 (L 2965, off 30) 
 "agents" 1 (L 1398, off 7) 
 "ages" 1 (L 450, off 10) 
 "aggregate" 1 (L 3804, off 9) 
 "agony" 1 (L 903, off 36) 
 "agreeable" 1 (L 1965, off 3) 
 "agreeably" 1 (L 514, off 19) 
 "aided" 1 (L 2516, off 61) 
 "aiding" 1 (L 3611, off 15) 
 "aiming" 1 (L 3217, off 61) 
 "ain't" 1 (L 3483, off 61) 
 "alarmed" 1 (L 2748, off 53) 
 "alarming" 1 (L 1077, off 27) 
 "alias" 1 (L 2073, off 11) 
 "alighted" 1 (L 3529, off 35) 
 "allayed" 1 (L 1867, off 53) 
 "alleviate" 1 (L 2735, off 56) 
 "alliance" 1 (L 2894, off 44) 
 "allow" 1 (L 4079, off 26) 
 "allowed" 1 (L 2047, off 32) 
 "almanacs" 1 (L 3248, off 49) 
 "alongside" 1 (L 1620, off 16) 
 "alteration" 1 (L 4096, off 38) 
 "alternate" 1 (L 3987, off 34) 
 "ambulance" 1 (L 3110, off 54) 
 "amenable" 1 (L 957, off 17) 
 "amiable" 1 (L 1995, off 62) 
 "amounted" 1 (L 3001, off 0) 
 "ample" 1 (L 2214, off 29) 
 "amputation" 1 (L 1862, off 3) 
 "amusements" 1 (L 310, off 52) 
 "analyzer" 1 (L 3613, off 58) 
 "ancient" 1 (L 287, off 35) 
 "anecdote" 1 (L 3318, off 14) 
 "angry" 1 (L 2853, off 57) 
 "animosity" 1 (L 1868, off 0) 
 "annals" 1 (L 103, off 37) 
 "annihilation" 1 (L 821, off 58) 
 "announced" 1 (L 755, off 37) 
 "anybody" 1 (L 3160, off 14) 
 "anyhow" 1 (L 3482, off 42) 
 "apart" 1 (L 3775, off 28) 
 "apologizing" 1 (L 3425, off 0) 
 "apology" 1 (L 3237, off 4) 
 "apparent" 1 (L 601, off 26) 
 "appeal" 1 (L 378, off 0) 
 "appeals" 1 (L 3349, off 0) 
 "appears" 1 (L 3937, off 40) 
 "appendix" 1 (L 3730, off 40) 
 "applaud" 1 (L 2863, off 0) 
 "applied" 1 (L 542, off 46) 
 "appointed" 1 (L 2233, off 0) 
 "appointment" 1 (L 2533, off 18) 
 "appreciating" 1 (L 585, off 35) 
 "apprehended" 1 (L 3042, off 0) 
 "apprehensive" 1 (L 3062, off 0) 
 "appropriate" 1 (L 1272, off 38) 
 "approximated" 1 (L 1572, off 46) 
 "arguing" 1 (L 3238, off 46) 
 "aright" 1 (L 3389, off 19) 
 "armies" 1 (L 442, off 38) 
 "arranged" 1 (L 1981, off 15) 
 "arrangin'" 1 
 "arranging" 1 (L 1260, off 0) 
 "array" 1 (L 4152, off 0) 
 "arsenal" 1 (L 1157, off 31) 
 "arteries" 1 (L 3113, off 61) 
 "ascertaining" 1 (L 2473, off 59) 
 "ascribing" 1 (L 284, off 61) 
 "ashes" 1 (L 483, off 10) 
 "assailants" 1 (L 1231, off 0) 
 "assaults" 1 (L 563, off 0) 
 "assembling" 1 (L 3792, off 55) 
 "assignable" 1 (L 2221, off 33) 
 "assisted" 1 (L 1070, off 61) 
 "assure" 1 (L 483, off 42) 
 "assured" 1 (L 1979, off 9) 
 "attainable" 1 (L 3764, off 23) 
 "attempting" 1 (L 811, off 54) 
 "attempts" 1 (L 1282, off 17) 
 "attendant" 1 (L 2749, off 22) 
 "attending" 1 (L 3748, off 60) 
 "attentions" 1 (L 2734, off 16) 
 "attracted" 1 (L 330, off 27) 
 "attributing" 1 (L 1871, off 57) 
 "autumnal" 1 (L 3380, off 31) 
 "avenge" 1 (L 2656, off 44) 
 "avenged" 1 (L 1846, off 64) 
 "avenging" 1 (L 2862, off 17) 
 "avenue" 1 (L 1224, off 37) 
 "avert" 1 (L 2660, off 61) 
 "avoided" 1 (L 518, off 11) 
 "awakened" 1 (L 1831, off 19) 
 "away--you" 1 (L 3864, off 0) 
 "awhile" 1 (L 3243, off 47) 
 "babbled" 1 (L 449, off 53) 
 "baby" 1 (L 2915, off 43) 
 "bachanalian" 1 (L 645, off 52) 
 "backed" 1 (L 919, off 0) 
 "bad" 1 (L 3641, off 21) 
 "bade" 1 (L 1575, off 48) 
 "baggage" 1 (L 3651, off 55) 
 "bags" 1 (L 1991, off 5) 
 "bandana" 1 (L 3626, off 0) 
 "bandit's" 1 (L 2249, off 49) 
 "banditti" 1 (L 1474, off 23) 
 "banished" 1 (L 2895, off 4) 
 "banking" 1 (L 1354, off 22) 
 "banners" 1 (L 749, off 25) 
 "banters" 1 (L 1549, off 9) 
 "baptized" 1 (L 3277, off 21) 
 "barely" 1 (L 2837, off 65) 
 "barrier" 1 (L 381, off 4) 
 "batting" 1 (L 2834, off 24) 
 "battles" 1 (L 742, off 40) 
 "bay" 1 (L 578, off 15) 
 "bearded" 1 (L 1507, off 56) 
 "bearing" 1 (L 2014, off 23) 
 "beast" 1 (L 450, off 47) 
 "beasts" 1 (L 763, off 10) 
 "beat" 1 (L 1725, off 6) 
 "beaten" 1 (L 577, off 55) 
 "becomes" 1 (L 102, off 57) 
 "bedding" 1 (L 1152, off 43) 
 "beds" 1 (L 1152, off 14) 
 "beef" 1 (L 1769, off 22) 
 "befallen" 1 (L 777, off 23) 
 "begets" 1 (L 933, off 41) 
 "begging" 1 (L 2660, off 0) 
 "begin" 1 (L 1406, off 43) 
 "believed" 1 (L 2929, off 10) 
 "believes" 1 (L 2598, off 34) 
 "believing" 1 (L 2588, off 21) 
 "bellering" 1 (L 2944, off 62) 
 "belly" 1 (L 1736, off 18) 
 "belt" 1 (L 3350, off 43) 
 "belted" 1 (L 3579, off 14) 
 "belts" 1 (L 1191, off 24) 
 "bench" 1 (L 1205, off 27) 
 "beneficial" 1 (L 3586, off 0) 
 "benefit" 1 (L 401, off 53) 
 "berth" 1 (L 3228, off 43) 
 "berths--the" 1 (L 3229, off 51) 
 "bid" 1 (L 3364, off 53) 
 "bidding" 1 (L 1993, off 57) 
 "bin" 1 (L 1155, off 0) 
 "binary" 1 (L 3978, off 58) 
 "bind" 1 (L 1228, off 13) 
 "birds" 1 (L 583, off 32) 
 "bitterest" 1 (L 452, off 0) 
 "bivouaced" 1 (L 439, off 34) 
 "black-bannered" 1 (L 868, off 4) 
 "black-eyed" 1 (L 2072, off 42) 
 "blackest" 1 (L 456, off 53) 
 "blacksmith" 1 (L 1608, off 0) 
 "blanched" 1 (L 496, off 34) 
 "bleach" 1 (L 639, off 46) 
 "blesses" 1 (L 3388, off 4) 
 "blind" 1 (L 3353, off 46) 
 "blinded" 1 (L 868, off 61) 
 "blindly" 1 (L 1908, off 0) 
 "blood-chilling" 1 (L 1548, off 0) 
 "blood-craving" 1 (L 1223, off 55) 
 "bloodshed" 1 (L 3432, off 51) 
 "bludgeon" 1 (L 1229, off 60) 
 "bluffs" 1 (L 1123, off 59) 
 "boggy" 1 (L 1656, off 51) 
 "boisterous" 1 (L 3235, off 0) 
 "boldly" 1 (L 1235, off 38) 
 "bond" 1 (L 940, off 36) 
 "bonds" 1 (L 2885, off 13) 
 "bone" 1 (L 3114, off 25) 
 "book--that" 1 (L 3254, off 45) 
 "bookkeeper" 1 (L 2246, off 0) 
 "boots" 1 (L 971, off 47) 
 "borders" 1 (L 548, off 36) 
 "borne" 1 (L 3048, off 45) 
 "borrow" 1 (L 3250, off 6) 
 "bosom" 1 (L 1730, off 46) 
 "bountifully" 1 (L 3386, off 46) 
 "bowed" 1 (L 3157, off 50) 
 "bowie-knives" 1 (L 1746, off 11) 
 "bowies" 1 (L 447, off 12) 
 "bowled" 1 (L 1970, off 0) 
 "bowling" 1 (L 1618, off 56) 
 "boxes" 1 (L 2347, off 26) 
 "boys'" 1 
 "bracing" 1 (L 1052, off 10) 
 "brakes" 1 (L 2152, off 30) 
 "branch" 1 (L 850, off 55) 
 "branches" 1 (L 2542, off 39) 
 "braved" 1 (L 729, off 22) 
 "braver" 1 (L 487, off 63) 
 "bravest" 1 (L 724, off 0) 
 "breakfast" 1 (L 3487, off 37) 
 "breakfasted" 1 (L 1651, off 4) 
 "breaking" 1 (L 589, off 19) 
 "breath" 1 (L 3575, off 11) 
 "breathless" 1 (L 760, off 37) 
 "breech-loading" 1 (L 1159, off 0) 
 "brewing" 1 (L 2985, off 37) 
 "bricks" 1 (L 1490, off 56) 
 "brightest" 1 (L 104, off 27) 
 "brightly" 1 (L 1915, off 41) 
 "brings" 1 (L 2703, off 55) 
 "brisk" 1 (L 561, off 18) 
 "briskly" 1 (L 1231, off 32) 
 "bristled" 1 (L 943, off 23) 
 "broader" 1 (L 448, off 24) 
 "brooded" 1 (L 1004, off 12) 
 "brook" 1 (L 1047, off 10) 
 "brooks" 1 (L 449, off 24) 
 "brother-in-law" 1 (L 3544, off 39) 
 "brown" 1 (L 2830, off 65) 
 "buckle" 1 (L 2623, off 15) 
 "buildings" 1 (L 543, off 6) 
 "built" 1 (L 1203, off 49) 
 "bulky" 1 (L 1155, off 65) 
 "buried--where" 1 (L 3376, off 0) 
 "burning" 1 (L 531, off 56) 
 "burying" 1 (L 308, off 0) 
 "bustle" 1 (L 2749, off 15) 
 "by-ways" 1 (L 3329, off 59) 
 "calaboose" 1 (L 2047, off 18) 
 "calculate" 1 (L 4000, off 21) 
 "calculated" 1 (L 3999, off 40) 
 "calibre" 1 (L 2426, off 38) 
 "camp-meeting" 1 (L 273, off 52) 
 "campaign" 1 (L 3723, off 28) 
 "camping" 1 (L 3351, off 23) 
 "cancer" 1 (L 3580, off 14) 
 "candor" 1 (L 116, off 43) 
 "cant" 1 (L 2485, off 7) 
 "capabilities" 1 (L 3584, off 14) 
 "capable" 1 (L 3274, off 28) 
 "capital" 1 (L 2962, off 4) 
 "captain" 1 (L 843, off 45) 
 "captaincy" 1 (L 3181, off 42) 
 "captive" 1 (L 373, off 7) 
 "captors" 1 (L 1728, off 28) 
 "carbines" 1 (L 1049, off 35) 
 "card" 1 (L 4176, off 50) 
 "carelessly" 1 (L 3009, off 17) 
 "carnival" 1 (L 2322, off 10) 
 "carousing" 1 (L 1764, off 45) 
 "carrion" 1 (L 583, off 24) 
 "carrying" 1 (L 1358, off 7) 
 "carve" 1 (L 486, off 36) 
 "case" 1 (L 2780, off 4) 
 "cash" 1 (L 2764, off 3) 
 "cashier's" 1 (L 2248, off 4) 
 "casting" 1 (L 1907, off 42) 
 "casualties" 1 (L 1099, off 6) 
 "catamounts" 1 (L 1125, off 26) 
 "catching" 1 (L 3074, off 0) 
 "cats" 1 (L 307, off 62) 
 "cattle-raising" 1 (L 2317, off 14) 
 "caught" 1 (L 890, off 16) 
 "causes" 1 (L 1169, off 5) 
 "cavern" 1 (L 1146, off 7) 
 "ceiled" 1 (L 1150, off 21) 
 "ceilings" 1 (L 3150, off 58) 
 "cell" 1 (L 2050, off 11) 
 "ceremony" 1 (L 2883, off 44) 
 "chain" 1 (L 3088, off 15) 
 "chair" 1 (L 3158, off 45) 
 "challenge" 1 (L 970, off 35) 
 "champion" 1 (L 3400, off 57) 
 "chance" 1 (L 974, off 48) 
 "character--that" 1 (L 3394, off 16) 
 "charging" 1 (L 915, off 0) 
 "charitable" 1 (L 4157, off 14) 
 "charities" 1 (L 4157, off 0) 
 "charmed" 1 (L 3380, off 13) 
 "charming" 1 (L 3190, off 57) 
 "checkered" 1 (L 98, off 48) 
 "checks" 1 (L 4176, off 15) 
 "cheer" 1 (L 3365, off 8) 
 "cheerily" 1 (L 1964, off 0) 
 "child" 1 (L 2893, off 62) 
 "chin" 1 (L 2817, off 19) 
 "chirrup" 1 (L 1962, off 8) 
 "choke" 1 (L 354, off 26) 
 "choose" 1 (L 4069, off 34) 
 "chopping" 1 (L 894, off 43) 
 "chose" 1 (L 406, off 8) 
 "chronological" 1 (L 2925, off 13) 
 "church" 1 (L 3277, off 64) 
 "circuit" 1 (L 3674, off 29) 
 "circulated" 1 (L 2432, off 19) 
 "circumstantial" 1 (L 3709, off 57) 
 "citizenship" 1 (L 2906, off 35) 
 "civilization" 1 (L 2885, off 51) 
 "claimed" 1 (L 3034, off 63) 
 "claimed--some" 1 (L 3048, off 3) 
 "clandestinely" 1 (L 2882, off 9) 
 "clash" 1 (L 660, off 15) 
 "clatter" 1 (L 1366, off 37) 
 "clause" 1 (L 1879, off 61) 
 "clearly" 1 (L 4006, off 21) 
 "cleft" 1 (L 2139, off 51) 
 "closest" 1 (L 681, off 60) 
 "clothed" 1 (L 2333, off 64) 
 "cloud" 1 (L 1730, off 0) 
 "clouds" 1 (L 1504, off 4) 
 "coat" 1 (L 1411, off 60) 
 "codes" 1 (L 4044, off 44) 
 "coffee" 1 (L 3372, off 13) 
 "coffin-maker" 1 (L 3367, off 55) 
 "cold" 1 (L 966, off 16) 
 "collect" 1 (L 3633, off 39) 
 "column" 1 (L 1747, off 26) 
 "combat" 1 (L 1784, off 45) 
 "combination" 1 (L 1311, off 22) 
 "comes" 1 (L 2948, off 42) 
 "comfortably" 1 (L 1139, off 44) 
 "comin'" 1 
 "commendable" 1 (L 104, off 0) 
 "commended" 1 (L 3300, off 18) 
 "commentary" 1 (L 100, off 2) 
 "commercial" 1 (L 3866, off 30) 
 "communicated" 1 (L 2514, off 54) 
 "communicating" 1 (L 408, off 22) 
 "communionists" 1 (L 276, off 29) 
 "companies" 1 (L 3782, off 0) 
 "companion's" 1 (L 3029, off 40) 
 "companions" 1 (L 3195, off 26) 
 "comparative" 1 (L 3343, off 38) 
 "comparatively" 1 (L 593, off 0) 
 "compare" 1 (L 2819, off 48) 
 "comparing" 1 (L 2820, off 27) 
 "compartment" 1 (L 3532, off 9) 
 "compelling" 1 (L 921, off 11) 
 "compensated" 1 (L 3253, off 20) 
 "compilation" 1 (L 3906, off 30) 
 "complained" 1 (L 3161, off 60) 
 "completeness" 1 (L 1140, off 49) 
 "completing" 1 (L 649, off 0) 
 "complied" 1 (L 1544, off 34) 
 "composed" 1 (L 2361, off 36) 
 "composition" 1 (L 1046, off 53) 
 "compressed" 1 (L 3979, off 0) 
 "comprised" 1 (L 3542, off 20) 
 "comprising" 1 (L 3726, off 14) 
 "compunction" 1 (L 647, off 50) 
 "concerned" 1 (L 277, off 41) 
 "concert" 1 (L 471, off 12) 
 "conclusively" 1 (L 2369, off 28) 
 "condemnation" 1 (L 808, off 0) 
 "condemned" 1 (L 2336, off 47) 
 "condoned" 1 (L 1297, off 18) 
 "conducted" 1 (L 3413, off 55) 
 "confederate" 1 (L 2046, off 30) 
 "confederated" 1 (L 2073, off 27) 
 "conferred" 1 (L 3719, off 15) 
 "confess" 1 (L 1112, off 5) 
 "confessions" 1 (L 2676, off 36) 
 "confident" 1 (L 2583, off 0) 
 "confidentially" 1 (L 3719, off 0) 
 "confidently" 1 (L 1820, off 0) 
 "confinement" 1 (L 3556, off 37) 
 "confining" 1 (L 2297, off 22) 
 "confirm" 1 (L 115, off 21) 
 "confirmation" 1 (L 4161, off 35) 
 "confirmed" 1 (L 4188, off 27) 
 "confirming" 1 (L 2848, off 45) 
 "confounded" 1 (L 1509, off 54) 
 "consciousness" 1 (L 785, off 15) 
 "consent" 1 (L 1672, off 46) 
 "consider" 1 (L 1480, off 3) 
 "considerably" 1 (L 2720, off 54) 
 "consigned" 1 (L 3002, off 7) 
 "consists" 1 (L 2327, off 54) 
 "consonance" 1 (L 3588, off 44) 
 "conspicuous" 1 (L 3774, off 56) 
 "consternation" 1 (L 665, off 21) 
 "consummation" 1 (L 783, off 17) 
 "contemporaneously" 1 (L 3731, off 29) 
 "contempt" 1 (L 3412, off 25) 
 "contemptuously" 1 (L 1699, off 19) 
 "contest" 1 (L 658, off 60) 
 "continual" 1 (L 581, off 9) 
 "contributed" 1 (L 1986, off 52) 
 "contributions" 1 (L 4165, off 35) 
 "conveniences" 1 (L 1149, off 12) 
 "conveniently" 1 (L 920, off 59) 
 "conventional" 1 (L 3149, off 18) 
 "converses" 1 (L 3190, off 0) 
 "convert" 1 (L 3978, off 15) 
 "cook" 1 (L 2295, off 45) 
 "cooking" 1 (L 1141, off 47) 
 "coppice" 1 (L 1136, off 60) 
 "copyrighted" 1 (L 49, off 53) 
 "cord" 1 (L 1228, off 35) 
 "cordial" 1 (L 2641, off 31) 
 "cordially" 1 (L 1127, off 47) 
 "cords" 1 (L 1733, off 35) 
 "corn-blades" 1 (L 3291, off 58) 
 "corn-field" 1 (L 3291, off 0) 
 "corporation" 1 (L 4124, off 22) 
 "corrected" 1 (L 39, off 38) 
 "correctness" 1 (L 3190, off 17) 
 "correspondence" 1 (L 1798, off 16) 
 "correspondingly" 1 (L 1349, off 19) 
 "corroborating" 1 (L 3547, off 0) 
 "corroborative" 1 (L 2422, off 46) 
 "corrupt" 1 (L 4042, off 3) 
 "cotton" 1 (L 1823, off 31) 
 "council" 1 (L 1518, off 23) 
 "counsel" 1 (L 3055, off 46) 
 "counsels" 1 (L 2395, off 58) 
 "counted" 1 (L 1351, off 0) 
 "countenance" 1 (L 3304, off 52) 
 "countless" 1 (L 477, off 4) 
 "countries" 1 (L 3923, off 55) 
 "country's" 1 (L 103, off 27) 
 "countryman" 1 (L 3235, off 11) 
 "coursed" 1 (L 2593, off 17) 
 "courted" 1 (L 679, off 58) 
 "covert" 1 (L 1525, off 46) 
 "cowardice" 1 (L 571, off 45) 
 "cowardly" 1 (L 1933, off 5) 
 "crack" 1 (L 446, off 26) 
 "cracking" 1 (L 1964, off 9) 
 "crafty" 1 (L 1331, off 30) 
 "crazed" 1 (L 2888, off 14) 
 "creation" 1 (L 3862, off 31) 
 "creations" 1 (L 109, off 35) 
 "creatures" 1 (L 3195, off 59) 
 "cried" 1 (L 3173, off 9) 
 "criminals" 1 (L 2188, off 34) 
 "crimson" 1 (L 1858, off 38) 
 "crimsoned" 1 (L 996, off 12) 
 "criticise" 1 (L 2905, off 33) 
 "crops" 1 (L 3479, off 29) 
 "cross-bones" 1 (L 750, off 0) 
 "crossing" 1 (L 2539, off 0) 
 "crouched" 1 (L 3358, off 19) 
 "crowning" 1 (L 784, off 38) 
 "cruelly" 1 (L 1770, off 43) 
 "cruelty" 1 (L 304, off 0) 
 "crying" 1 (L 1410, off 30) 
 "crystal" 1 (L 450, off 64) 
 "cuffs" 1 (L 359, off 35) 
 "culminated" 1 (L 1538, off 38) 
 "culminating" 1 (L 811, off 38) 
 "culprits" 1 (L 1433, off 9) 
 "cum" 1 (L 3489, off 47) 
 "cup" 1 (L 1918, off 54) 
 "current" 1 (L 4174, off 49) 
 "curtailment" 1 (L 1047, off 18) 
 "curtained" 1 (L 1617, off 20) 
 "curve" 1 (L 1472, off 25) 
 "cushion" 1 (L 2752, off 10) 
 "custody" 1 (L 3072, off 50) 
 "cut-throats" 1 (L 423, off 47) 
 "cyclone" 1 (L 2391, off 58) 
 "d--n" 1 (L 3664, off 32) 
 "damage" 1 (L 4044, off 55) 
 "damaged" 1 (L 4043, off 51) 
 "dampness" 1 (L 1151, off 8) 
 "dances" 1 (L 1198, off 37) 
 "dancing" 1 (L 3242, off 58) 
 "danger-signal" 1 (L 1619, off 29) 
 "dare" 1 (L 1238, off 0) 
 "dared" 1 (L 1749, off 42) 
 "darker" 1 (L 872, off 55) 
 "darling" 1 (L 1863, off 48) 
 "dashes" 1 (L 606, off 55) 
 "dastardly" 1 (L 1907, off 25) 
 "data" 1 (L 4042, off 11) 
 "day's" 1 (L 784, off 63) 
 "dead--it" 1 (L 2693, off 14) 
 "death-dealing" 1 (L 661, off 8) 
 "deathly" 1 (L 638, off 47) 
 "debate" 1 (L 1884, off 35) 
 "debated" 1 (L 278, off 11) 
 "decamped" 1 (L 1417, off 33) 
 "deceased" 1 (L 2619, off 55) 
 "deceiving" 1 (L 1508, off 38) 
 "declaration" 1 (L 2871, off 0) 
 "declarations" 1 (L 3758, off 52) 
 "decoyed" 1 (L 887, off 37) 
 "deductible" 1 (L 4128, off 27) 
 "deepening" 1 (L 1737, off 60) 
 "defeated" 1 (L 1884, off 55) 
 "defence" 1 (L 1157, off 9) 
 "defenceless" 1 (L 892, off 4) 
 "defend" 1 (L 1161, off 14) 
 "defended" 1 (L 411, off 27) 
 "defense" 1 (L 859, off 37) 
 "defenseless" 1 (L 2734, off 34) 
 "deferred" 1 (L 2370, off 33) 
 "defiance" 1 (L 1047, off 59) 
 "defied" 1 (L 1749, off 15) 
 "defining" 1 (L 297, off 0) 
 "degree" 1 (L 3279, off 57) 
 "delay" 1 (L 1423, off 38) 
 "delegated" 1 (L 743, off 3) 
 "deletions" 1 (L 4097, off 13) 
 "deliberate" 1 (L 2581, off 24) 
 "deliberately" 1 (L 1084, off 7) 
 "delivering" 1 (L 2729, off 26) 
 "delivery" 1 (L 3809, off 11) 
 "delusion" 1 (L 1135, off 19) 
 "demands" 1 (L 1271, off 26) 
 "demented" 1 (L 3819, off 0) 
 "demi-gods" 1 (L 3195, off 48) 
 "demonstration" 1 (L 2571, off 17) 
 "demonstrative" 1 (L 342, off 49) 
 "denies" 1 (L 2513, off 46) 
 "denounced" 1 (L 3285, off 57) 
 "dens" 1 (L 2177, off 49) 
 "denying" 1 (L 2660, off 12) 
 "depart" 1 (L 2354, off 61) 
 "departing" 1 (L 1494, off 62) 
 "department" 1 (L 1081, off 0) 
 "depends" 1 (L 4148, off 21) 
 "deposited" 1 (L 1437, off 45) 
 "depths" 1 (L 2989, off 20) 
 "deputed" 1 (L 2022, off 22) 
 "deputies" 1 (L 1033, off 16) 
 "deputized" 1 (L 3068, off 37) 
 "derive" 1 (L 3998, off 56) 
 "derived" 1 (L 3950, off 0) 
 "descending" 1 (L 1961, off 41) 
 "describing" 1 (L 3145, off 6) 
 "descriptions" 1 (L 3260, off 4) 
 "deserting" 1 (L 1687, off 22) 
 "deserve" 1 (L 3420, off 62) 
 "despatched" 1 (L 2226, off 26) 
 "despise" 1 (L 942, off 12) 
 "despoiled" 1 (L 2710, off 50) 
 "destitute" 1 (L 2824, off 37) 
 "desultory" 1 (L 3161, off 2) 
 "detach" 1 (L 3968, off 24) 
 "detachment" 1 (L 812, off 48) 
 "detailing" 1 (L 376, off 34) 
 "detention" 1 (L 2355, off 8) 
 "determinedly" 1 (L 2649, off 47) 
 "detour" 1 (L 618, off 19) 
 "development" 1 (L 100, off 22) 
 "developments" 1 (L 3056, off 15) 
 "devilish" 1 (L 551, off 30) 
 "devised" 1 (L 2188, off 0) 
 "devotion" 1 (L 3395, off 0) 
 "diameter" 1 (L 2672, off 0) 
 "diamond" 1 (L 2766, off 11) 
 "dime" 1 (L 2879, off 3) 
 "dined" 1 (L 2629, off 15) 
 "dining" 1 (L 2852, off 0) 
 "dinner" 1 (L 2626, off 43) 
 "directing" 1 (L 2983, off 11) 
 "directions" 1 (L 1630, off 37) 
 "disappear" 1 (L 1113, off 23) 
 "disappointment" 1 (L 1434, off 22) 
 "disastrous" 1 (L 1202, off 27) 
 "disband" 1 (L 822, off 28) 
 "disbanded" 1 (L 589, off 61) 
 "discernible" 1 (L 1916, off 8) 
 "discharged" 1 (L 3170, off 5) 
 "disclaim" 1 (L 4051, off 51) 
 "disclaimers" 1 (L 4079, off 32) 
 "discomforts" 1 (L 1964, off 42) 
 "discontinue" 1 (L 4015, off 57) 
 "discoveries" 1 (L 3092, off 36) 
 "discretion" 1 (L 1980, off 22) 
 "discussed" 1 (L 3793, off 22) 
 "disjointed" 1 (L 3547, off 24) 
 "disk" 1 (L 4043, off 59) 
 "dismount" 1 (L 1420, off 3) 
 "dismounting" 1 (L 2728, off 25) 
 "disorder" 1 (L 3581, off 49) 
 "displaced" 1 (L 1468, off 6) 
 "disposed" 1 (L 2979, off 21) 
 "disposes" 1 (L 3275, off 46) 
 "disposing" 1 (L 1781, off 50) 
 "dispositions" 1 (L 289, off 0) 
 "disproved" 1 (L 3761, off 39) 
 "dispute" 1 (L 2852, off 58) 
 "disregard" 1 (L 1977, off 6) 
 "distancing" 1 (L 2574, off 28) 
 "distant" 1 (L 2718, off 62) 
 "distinctly" 1 (L 2988, off 0) 
 "distinguishing" 1 (L 3597, off 20) 
 "distressed" 1 (L 1004, off 29) 
 "distressing" 1 (L 3352, off 5) 
 "district" 1 (L 1656, off 57) 
 "disturbers" 1 (L 1784, off 0) 
 "ditch" 1 (L 1611, off 53) 
 "diversions" 1 (L 308, off 33) 
 "divide" 1 (L 795, off 61) 
 "dividing" 1 (L 3040, off 11) 
 "divined" 1 (L 1543, off 0) 
 "dogs" 1 (L 307, off 53) 
 "donation" 1 (L 4174, off 57) 
 "donors" 1 (L 4167, off 45) 
 "doors" 1 (L 3660, off 13) 
 "doorstep" 1 (L 995, off 20) 
 "doorway" 1 (L 1215, off 27) 
 "double-barreled" 1 (L 2511, off 20) 
 "doubled" 1 (L 1324, off 58) 
 "doubting" 1 (L 490, off 47) 
 "downloading" 1 (L 3926, off 17) 
 "draft" 1 (L 1147, off 62) 
 "drag" 1 (L 727, off 60) 
 "drank" 1 (L 2642, off 41) 
 "dreamed" 1 (L 107, off 42) 
 "dreamers" 1 (L 109, off 60) 
